iteration,FacilityOpen[1],FacilityOpen[2],FacilityOpen[3],FacilityOpen[4],FacilityOpen[5],FacilityOpen[6],FacilityOpen[7],FacilityOpen[8],FacilityOpen[9],FacilityOpen[10],FacilityOpen[11],FacilityOpen[12],FacilityOpen[13],FacilityOpen[14],FacilityOpen[15]
17,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.2,0.0,0.8999999999999999
18,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.6,0.0,0.2,0.0,0.8999999999999999
19,0.8999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.6,0.0,0.2,0.0,0.7999999999999999
20,0.8999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.1,0.8999999999999999,0.0,0.0,0.7,0.0,0.0,0.0,0.7999999999999999
21,0.8999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.7,0.0,0.0,0.0,0.7999999999999999
22,0.8999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.1,0.7999999999999999
23,0.7999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.1,0.7
24,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.1,0.6
25,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.5
26,0.9999999999999999,0.0,0.0,0.6,0.0,0.1,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.1,0.0,0.4
27,0.9999999999999999,0.0,0.0,0.6,0.0,0.1,0.1,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.2,0.0,0.30000000000000004
28,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.8999999999999999,0.0,0.1,0.0,0.30000000000000004
29,0.9999999999999999,0.0,0.0,0.7999999999999999,0.1,0.0,0.0,0.9999999999999999,0.0,0.0,0.7999999999999999,0.1,0.0,0.0,0.4
30,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.5,0.1,0.0,0.0,0.6
31,0.9999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.1,0.6,0.0,0.0,0.0,0.7
32,0.9999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.2,0.9999999999999999,0.0,0.0,0.4,0.0,0.0,0.0,0.7999999999999999
33,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.4,0.0,0.0,0.1,0.7999999999999999
34,0.8999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.1,0.5,0.0,0.0,0.0,0.7999999999999999
35,0.9999999999999999,0.1,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.4,0.0,0.0,0.0,0.7999999999999999
36,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.1,0.0,0.8999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.7
37,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.5,0.0,0.1,0.0,0.7999999999999999
38,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.1,0.0,0.7
39,0.9999999999999999,0.0,0.1,0.9999999999999999,0.0,0.0,0.0,0.8999999999999999,0.1,0.0,0.4,0.0,0.0,0.0,0.7
40,0.9999999999999999,0.0,0.1,0.9999999999999999,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.7
41,0.9999999999999999,0.0,0.0,0.9999999999999999,0.1,0.0,0.0,0.7999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.7999999999999999
42,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.7
43,0.9999999999999999,0.0,0.0,0.8999999999999999,0.0,0.1,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.7
44,0.9999999999999999,0.1,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.1,0.4,0.0,0.1,0.0,0.7
45,0.8999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.7999999999999999
46,0.9999999999999999,0.1,0.0,0.8999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.7
47,0.8999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.6,0.0,0.0,0.1,0.8999999999999999
48,0.7,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.1,0.1,0.2,0.8999999999999999
49,0.7999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.4,0.1,0.0,0.1,0.8999999999999999
50,0.8999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.4,0.1,0.0,0.0,0.8999999999999999
51,0.9999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.4,0.0,0.0,0.0,0.9999999999999999
52,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.30000000000000004,0.0,0.1,0.0,0.9999999999999999
53,0.9999999999999999,0.0,0.1,0.8999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.9999999999999999
54,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.2,0.0,0.0,0.0,0.9999999999999999
55,0.9999999999999999,0.0,0.0,0.9999999999999999,0.1,0.0,0.0,0.9999999999999999,0.0,0.0,0.2,0.0,0.0,0.0,0.9999999999999999
56,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.2,0.0,0.0,0.1,0.9999999999999999
57,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.1,0.0,0.0,0.0,0.9999999999999999
58,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
59,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.1,0.0,0.0,0.0,0.0,0.9999999999999999
60,0.9999999999999999,0.1,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
61,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
62,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.1,0.0,0.9999999999999999
63,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.1,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.1,0.0,0.9999999999999999
64,0.9999999999999999,0.0,0.1,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
65,0.9999999999999999,0.0,0.0,0.9999999999999999,0.1,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999
66,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.1,0.9999999999999999
67,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.1,0.0,0.0,0.9999999999999999
68,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.1,0.0,0.0,0.0,0.9999999999999999
69,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.1,0.0,0.2,0.0,0.0,0.0,0.9999999999999999
70,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.9999999999999999
71,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999999
72,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.1,0.0,0.9999999999999999
73,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999999
74,0.9999999580471752,0.1,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999999
75,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999999
76,0.8999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999999
77,0.8999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.8999999999999999
78,0.8999999999999999,0.0,0.0,0.9999999999999999,0.1,0.1,0.0,0.9999999999999999,0.0,0.0,0.5,0.1,0.0,0.1,0.7999999999999999
79,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.6,0.0,0.0,0.0,0.7999999999999999
80,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.7,0.0,0.0,0.0,0.7999999999999999
81,0.8999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.7999999999999999
82,0.9999999999999999,0.0,0.1,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.7999999999999999
83,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.8999999999999999
84,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
85,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
86,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
87,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
88,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
89,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
90,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
91,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
92,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
93,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
94,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
95,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
96,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
97,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
98,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
99,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
100,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999
