iteration,FacilityOpen[1],FacilityOpen[2],FacilityOpen[3],FacilityOpen[4],FacilityOpen[5],FacilityOpen[6],FacilityOpen[7],FacilityOpen[8],FacilityOpen[9],FacilityOpen[10],FacilityOpen[11],FacilityOpen[12],FacilityOpen[13],FacilityOpen[14],FacilityOpen[15]
18,0.7999999999999999,0.0,0.0,0.7999999999999999,0.0,0.1,0.0,0.8999999999999999,0.0,0.0,0.7,0.1,0.2,0.1,0.7
19,0.8999999999999999,0.0,0.0,0.7,0.0,0.0,0.1,0.8999999999999999,0.0,0.0,0.7,0.0,0.1,0.0,0.7999999999999999
20,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.7,0.0,0.1,0.0,0.7999999999999999
21,0.7999999999999999,0.0,0.0,0.7,0.0,0.0,0.0,0.9999999999999999,0.0,0.1,0.6,0.1,0.2,0.1,0.7
22,0.7999999999999999,0.0,0.0,0.7,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.6,0.0,0.1,0.1,0.8999999999999999
23,0.8999999999999999,0.0,0.0,0.6,0.0,0.0,0.0,0.9999999999999999,0.0,0.1,0.6,0.0,0.2,0.0,0.8999999999999999
24,0.7999999999999999,0.0,0.0,0.7999999999999999,0.1,0.0,0.0,0.8999999999999999,0.0,0.0,0.6,0.1,0.30000000000000004,0.0,0.7999999999999999
25,0.7,0.0,0.0,0.7999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.7,0.0,0.30000000000000004,0.1,0.7
26,0.7999999999999999,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.7999999999999999,0.0,0.0,0.6,0.0,0.2,0.1,0.7
27,0.7999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.6,0.0,0.2,0.1,0.8999999999999999
28,0.7999999999999999,0.0,0.1,0.7,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.5,0.0,0.1,0.0,0.7999999999999999
29,0.7,0.1,0.0,0.7,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.6,0.0,0.2,0.0,0.8999999999999999
30,0.7999999999999999,0.09999996939553527,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.6000000305996323,0.0,0.30000000000000004,0.1,0.7999999999999999
31,0.7,0.0,0.1,0.7,0.0,0.0,0.0,0.9999999999999999,0.1,0.0,0.6,0.0,0.30000000000000004,0.0,0.6
32,0.8999999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.7,0.0,0.30000000000000004,0.0,0.7999999999999999
33,0.7999999999999999,0.0,0.0,0.7,0.1,0.0,0.0,0.8999999999999999,0.0,0.0,0.7999999999999999,0.0,0.4,0.2,0.7
34,0.7999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.6,0.0,0.2,0.1,0.7
35,0.7,0.0,0.0,0.6,0.0,0.1,0.1,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.2,0.1,0.7
36,0.8999999999999999,0.0,0.0,0.7,0.0,0.2,0.0,0.8999999999999999,0.0,0.0,0.6,0.0,0.2,0.0,0.6
37,0.7999999999999999,0.1,0.0,0.7999999999999999,0.0,0.0,0.0,0.7,0.0,0.0,0.6,0.0,0.4,0.1,0.8999999999999999
38,0.7999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.7,0.0,0.2,0.1,0.7999999999999999
39,0.8999999999999999,0.0,0.0,0.7,0.0,0.0,0.2,0.7999999999999999,0.0,0.0,0.6,0.0,0.1,0.0,0.7999999999999999
40,0.7,0.0,0.0,0.7,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.7,0.1,0.1,0.2,0.7
41,0.7,0.1,0.0,0.8999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.6,0.0,0.30000000000000004,0.0,0.7
42,0.7999999999999999,0.0,0.0,0.7,0.0,0.0,0.1,0.9999999999999999,0.1,0.0,0.6,0.0,0.2,0.0,0.7
43,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.5,0.0,0.1,0.1,0.7
44,0.9999999999999999,0.0,0.0,0.6,0.0,0.0,0.0,0.9999999999999999,0.1,0.1,0.5,0.0,0.2,0.1,0.6
45,0.8999999999999999,0.0,0.0,0.7,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.6,0.0,0.2,0.0,0.7999999999999999
46,0.8999999999999999,0.0,0.0,0.7999999999999999,0.0,0.1,0.0,0.9999999999999999,0.0,0.0,0.6,0.0,0.2,0.0,0.6
47,0.7999999999999999,0.0,0.0,0.7,0.0,0.0,0.1,0.9999999999999999,0.0,0.0,0.5,0.0,0.30000000000000004,0.0,0.8999999999999999
48,0.7999999999999999,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.9999999999999999,0.0,0.1,0.6,0.1,0.0,0.0,0.7999999999999999
49,0.7,0.1,0.1,0.7999999999999999,0.1,0.0,0.1,0.9999999999999999,0.0,0.0,0.5,0.0,0.2,0.1,0.6
50,0.8999999999999999,0.0,0.0,0.6,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.7999999999999999,0.0,0.2,0.0,0.7
