iteration,"x[1,2]","x[1,8]","x[2,7]","x[2,8]","x[3,0]","x[3,4]","x[3,9]","x[4,5]","x[4,8]","x[6,0]","x[6,5]","x[6,7]","x[6,8]","x[6,9]","x[7,2]","x[8,2]","x[8,5]","x[9,0]","x[9,8]"
32,1.0,0.0,0.0,1.0,0.55,0.4600000000000001,0.28,0.26,0.41000000000000003,0.30000000000000004,0.39,0.0,0.66,0.07,0.0,0.0,0.37,0.9099999999999999,0.98
33,1.0,0.0,0.0,1.0,0.19,0.8,0.43000000000000005,0.27,0.62,0.25,0.51,0.0,0.34,0.5,0.0,0.0,0.30000000000000004,1.0,1.0
34,1.0,0.0,0.0,1.0,0.3,0.6,0.12000000000000001,0.28,0.48000000000000004,0.22999999999999998,0.26,0.0,0.47,0.30000000000000004,0.0,0.0,0.6800000000000002,1.0,0.9
35,1.0,0.0,0.0,1.0,0.39,0.62,0.31000000000000005,0.05,0.5700000000000001,0.42000000000000004,0.3,0.0,0.42000000000000004,0.09000000000000001,0.0,0.0,0.6900000000000002,1.0,0.8200000000000001
36,1.0,0.0,0.0,1.0,0.3,0.7500000000000001,0.28,0.08,0.7100000000000001,0.32000000000000006,0.56,0.0,0.63,0.07,0.0,0.0,0.42000000000000004,0.9100000000000001,0.81
37,1.0,0.0,0.0,1.0,0.38,0.43000000000000005,0.5,0.0,0.43000000000000005,0.44000000000000006,0.39,0.0,0.49000000000000005,0.21,0.0,0.0,0.6800000000000002,0.9500000000000002,0.93
38,1.0,0.0,0.0,1.0,0.43000000000000005,0.6800000000000002,0.14,0.09000000000000001,0.5900000000000001,0.45,0.56,0.0,0.5800000000000001,0.02,0.0,0.0,0.39,0.9500000000000002,1.0
39,1.0,0.0,0.0,1.0,0.30000000000000004,0.62,0.23,0.02,0.6,0.25000000000000006,0.41000000000000003,0.0,0.28,0.38,0.0,0.0,0.6100000000000001,1.0,0.9600000000000002
40,1.0,0.0,0.0,1.0,0.53,0.5600000000000002,0.37,0.09,0.5400000000000001,0.24999999999999997,0.5900000000000001,0.0,0.49,0.30000000000000004,0.0,0.0,0.41000000000000003,1.0,1.0
41,1.0,0.0,0.0,1.0,0.47000000000000003,0.67,0.09000000000000001,0.05,0.6,0.38,0.37,0.0,0.44000000000000006,0.13,0.0,0.0,0.6000000000000001,1.0,0.98
42,1.0,0.0,0.0,1.0,0.53,0.6,0.13999999999999999,0.16,0.5800000000000001,0.22,0.46,0.0,0.44999999999999996,0.38,0.0,0.0,0.44000000000000006,0.93,1.0
43,1.0,0.0,0.0,1.0,0.28,0.7000000000000001,0.23,0.09000000000000001,0.68,0.47000000000000003,0.56,0.0,0.36000000000000004,0.33,0.0,0.0,0.47000000000000003,0.9500000000000002,0.81
44,1.0,0.0,0.0,1.0,0.4,0.7500000000000001,0.11,0.31,0.55,0.19999999999999998,0.24999999999999997,0.0,0.5700000000000001,0.16,0.0,0.0,0.48,0.9100000000000001,1.0
45,1.0,0.0,0.0,1.0,0.45999999999999996,0.67,0.38999999999999996,0.06,0.7300000000000001,0.51,0.77,0.0,0.27,0.19,0.0,0.0,0.28,0.8400000000000002,0.98
46,1.0,0.0,0.0,1.0,0.61,0.53,0.1,0.07,0.5700000000000001,0.30000000000000004,0.18000000000000002,0.0,0.5900000000000001,0.18000000000000002,0.0,0.0,0.77,0.81,1.0
47,1.0,0.0,0.0,1.0,0.29,0.7700000000000001,0.28,0.02,0.7200000000000001,0.5900000000000001,0.5700000000000001,0.05,0.36,0.12,0.05,0.0,0.43000000000000005,0.9299999999999999,1.0
48,1.0,0.0,0.0,1.0,0.28,0.63,0.11000000000000001,0.09000000000000001,0.59,0.41000000000000003,0.30999999999999994,0.0,0.54,0.07,0.0,0.0,0.66,1.0,1.0
49,1.0,0.0,0.0,1.0,0.42000000000000004,0.5700000000000001,0.26,0.02,0.64,0.51,0.35,0.0,0.35000000000000003,0.09000000000000001,0.0,0.0,0.7000000000000002,0.93,1.0
50,1.0,0.0,0.0,1.0,0.31,0.89,0.29,0.07,0.7100000000000001,0.6100000000000001,0.5800000000000001,0.0,0.37,0.21000000000000002,0.0,0.0,0.43999999999999995,0.9299999999999999,0.9500000000000002
51,1.0,0.0,0.0,1.0,0.4,0.5700000000000001,0.29000000000000004,0.06,0.5999999999999999,0.2,0.42000000000000004,0.0,0.45,0.14,0.0,0.0,0.6300000000000001,0.9500000000000002,0.8800000000000001
52,1.0,0.0,0.0,1.0,0.42000000000000004,0.7000000000000001,0.08,0.14,0.6500000000000001,0.34,0.6000000000000001,0.0,0.66,0.12000000000000001,0.0,0.0,0.39,1.0,0.86
53,1.0,0.0,0.0,1.0,0.35,0.81,0.31,0.11000000000000001,0.41000000000000003,0.42000000000000004,0.42000000000000004,0.0,0.34,0.3,0.0,0.0,0.56,1.0,0.8900000000000001
54,1.0,0.0,0.0,1.0,0.28,0.6500000000000001,0.41000000000000003,0.02,0.7500000000000001,0.47,0.49000000000000005,0.0,0.49,0.13999999999999999,0.0,0.0,0.53,0.8600000000000001,0.98
55,1.0,0.0,0.0,1.0,0.43000000000000005,0.7000000000000001,0.31000000000000005,0.12000000000000001,0.6,0.51,0.45999999999999996,0.0,0.44,0.05,0.0,0.0,0.44000000000000006,1.0,0.86
56,1.0,0.0,0.0,1.0,0.33,0.8799999999999999,0.18,0.19,0.7000000000000001,0.30000000000000004,0.46,0.0,0.6300000000000001,0.14,0.0,0.0,0.56,0.8800000000000001,0.9300000000000002
57,1.0,0.0,0.0,1.0,0.28,0.8400000000000001,0.37000000000000005,0.07,0.8400000000000001,0.66,0.5800000000000001,0.05,0.18,0.02,0.05,0.0,0.37,1.0,1.0
58,1.0,0.0,0.0,1.0,0.39,0.84,0.28,0.2,0.5800000000000002,0.34,0.21,0.0,0.64,0.16,0.0,0.0,0.6300000000000001,0.93,1.0
59,1.0,0.0,0.0,1.0,0.42000000000000004,0.4600000000000001,0.26,0.21000000000000002,0.39,0.51,0.72,0.0,0.35000000000000003,0.02,0.0,0.0,0.16,0.9000000000000001,1.0
60,1.0,0.0,0.0,1.0,0.51,0.81,0.14,0.2,0.44,0.49000000000000005,0.11,0.0,0.63,0.07,0.0,0.0,0.8200000000000001,0.82,0.98
61,1.0,0.0,0.0,1.0,0.49000000000000005,0.9300000000000002,0.24999999999999997,0.0,0.67,0.43000000000000005,0.5099999999999999,0.0,0.37,0.1,0.0,0.0,0.56,0.9299999999999999,1.0
62,1.0,0.0,0.0,1.0,0.23,0.8200000000000001,0.25,0.16,0.7800000000000001,0.49000000000000005,0.49,0.0,0.5599999999999999,0.26,0.0,0.0,0.45999999999999996,0.98,1.0
63,1.0,0.0,0.0,1.0,0.39,0.6900000000000001,0.29000000000000004,0.11000000000000001,0.6,0.42000000000000004,0.37,0.0,0.32000000000000006,0.22999999999999998,0.0,0.0,0.56,0.9300000000000002,1.0
64,1.0,0.0,0.0,1.0,0.37000000000000005,0.6300000000000001,0.2,0.12000000000000001,0.7000000000000001,0.32000000000000006,0.5800000000000001,0.0,0.64,0.07,0.0,0.0,0.51,1.0,0.93
65,1.0,0.0,0.0,1.0,0.38,1.0,0.25000000000000006,0.21000000000000002,0.8800000000000001,0.42000000000000004,0.28,0.0,0.39000000000000007,0.21000000000000002,0.0,0.0,0.53,1.0,1.0
66,1.0,0.0,0.0,1.0,0.5,0.8400000000000001,0.22999999999999998,0.24,0.7700000000000001,0.31,0.32,0.0,0.54,0.11000000000000001,0.0,0.0,0.53,0.9299999999999999,0.8600000000000001
67,1.0,0.0,0.0,1.0,0.5700000000000001,0.9299999999999999,0.0,0.16,0.67,0.6900000000000001,0.68,0.0,0.3500000000000001,0.07,0.0,0.0,0.33999999999999997,0.8800000000000001,1.0
68,1.0,0.0,0.0,1.0,0.43000000000000005,0.8700000000000001,0.09000000000000001,0.18,0.7600000000000001,0.45000000000000007,0.15,0.05,0.29,0.16999999999999998,0.05,0.0,0.7100000000000001,0.8600000000000001,1.0
69,1.0,0.0,0.0,1.0,0.5199999999999999,0.4,0.12000000000000001,0.0,0.7100000000000001,0.43000000000000005,0.8200000000000001,0.0,0.7100000000000002,0.18,0.0,0.0,0.36,1.0,1.0
70,1.0,0.0,0.0,1.0,0.41000000000000003,0.9300000000000002,0.12000000000000001,0.16,0.63,0.45,0.33999999999999997,0.0,0.30000000000000004,0.14,0.0,0.0,0.7100000000000001,1.0,1.0
71,1.0,0.0,0.0,1.0,0.42000000000000004,0.9299999999999999,0.17,0.16000000000000003,0.65,0.36000000000000004,0.66,0.0,0.7000000000000001,0.12000000000000001,0.0,0.0,0.29000000000000004,1.0,0.93
72,1.0,0.0,0.0,1.0,0.65,1.0,0.29000000000000004,0.05,0.9300000000000002,0.42000000000000004,0.37,0.0,0.37,0.07,0.0,0.0,0.7000000000000001,0.9299999999999999,1.0
73,1.0,0.0,0.0,1.0,0.35000000000000003,0.91,0.28,0.04,0.7000000000000001,0.5100000000000001,0.68,0.0,0.5800000000000001,0.12000000000000001,0.0,0.0,0.32,1.0,1.0
74,1.0,0.0,0.0,1.0,0.56,1.0,0.24,0.09000000000000001,0.5700000000000001,0.32,0.33999999999999997,0.0,0.38000000000000006,0.14,0.0,0.0,0.66,0.8800000000000001,1.0
75,1.0,0.0,0.0,1.0,0.21999999999999997,0.9500000000000002,0.21,0.05,0.7500000000000001,0.38000000000000006,0.65,0.0,0.4800000000000001,0.23,0.0,0.0,0.33999999999999997,0.9099999999999999,1.0
76,1.0,0.0,0.0,1.0,0.6200000000000001,0.52,0.29000000000000004,0.11,0.65,0.43000000000000005,0.25000000000000006,0.0,0.43000000000000005,0.28,0.0,0.0,0.7000000000000001,0.81,1.0
77,1.0,0.0,0.0,1.0,0.5700000000000001,0.8,0.14,0.35000000000000003,0.5,0.55,0.42000000000000004,0.0,0.55,0.04,0.0,0.0,0.39,0.8600000000000002,1.0
78,1.0,0.0,0.0,1.0,0.53,0.9299999999999999,0.12,0.31000000000000005,0.8500000000000001,0.4300000000000001,0.5800000000000001,0.0,0.46,0.09,0.0,0.0,0.23,0.91,0.8800000000000001
79,1.0,0.0,0.0,1.0,0.32,0.91,0.09,0.2,0.8200000000000002,0.5300000000000001,0.28,0.0,0.54,0.05,0.0,0.0,0.63,0.8800000000000001,1.0
80,1.0,0.0,0.0,1.0,0.5,1.0,0.11000000000000001,0.07,0.48,0.52,0.7900000000000001,0.0,0.36,0.12000000000000001,0.0,0.0,0.3,1.0,1.0
81,1.0,0.0,0.0,1.0,0.48,1.0,0.17,0.13,0.64,0.38,0.21000000000000002,0.05,0.5,0.07,0.05,0.0,0.7500000000000002,1.0,1.0
82,1.0,0.0,0.0,1.0,0.5,0.9500000000000002,0.18,0.02,0.8300000000000001,0.64,0.7400000000000001,0.0,0.43000000000000005,0.0,0.0,0.0,0.37,0.9299999999999999,1.0
83,1.0,0.0,0.0,1.0,0.5000000000000001,1.0,0.28,0.05,0.61,0.36000000000000004,0.28,0.0,0.45000000000000007,0.07,0.0,0.0,0.7400000000000001,1.0,1.0
84,1.0,0.0,0.0,1.0,0.35000000000000003,1.0,0.07,0.09000000000000001,0.67,0.6900000000000001,0.73,0.0,0.33,0.17,0.0,0.0,0.22,1.0,1.0
85,1.0,0.0,0.0,1.0,0.53,1.0,0.18000000000000002,0.02,0.8600000000000001,0.19,0.27,0.0,0.52,0.36000000000000004,0.0,0.0,0.8,1.0,0.93
86,1.0,0.0,0.0,1.0,0.52,1.0,0.02,0.18,0.9299999999999999,0.65,0.53,0.0,0.44000000000000006,0.15999999999999998,0.0,0.0,0.33,0.8600000000000001,1.0
87,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.29000000000000004,0.6900000000000001,0.42000000000000004,0.47000000000000003,0.0,0.49,0.05,0.0,0.0,0.43000000000000005,1.0,1.0
88,1.0,0.0,0.0,1.0,0.54,1.0,0.0,0.25,0.54,0.53,0.41000000000000003,0.0,0.53,0.05,0.0,0.0,0.49000000000000005,1.0,1.0
89,1.0,0.0,0.0,1.0,0.44000000000000006,1.0,0.11000000000000001,0.23,0.7200000000000001,0.43000000000000005,0.56,0.0,0.45000000000000007,0.05,0.0,0.0,0.28,1.0,1.0
90,1.0,0.0,0.0,1.0,0.5299999999999999,1.0,0.0,0.07,0.51,0.5700000000000001,0.44000000000000006,0.0,0.55,0.07,0.0,0.0,0.67,1.0,1.0
91,1.0,0.0,0.0,1.0,0.6,0.91,0.26,0.11000000000000001,0.75,0.42000000000000004,0.6700000000000002,0.0,0.44999999999999996,0.04,0.0,0.0,0.31000000000000005,1.0,1.0
92,1.0,0.0,0.0,1.0,0.43,1.0,0.47000000000000003,0.09000000000000001,0.81,0.55,0.33,0.05,0.55,0.0,0.05,0.0,0.6900000000000002,1.0,0.8800000000000001
93,1.0,0.0,0.0,1.0,0.48,1.0,0.02,0.17,0.8800000000000001,0.42000000000000004,0.6000000000000001,0.0,0.47,0.07,0.0,0.0,0.42000000000000004,1.0,0.8300000000000002
94,1.0,0.0,0.0,1.0,0.5700000000000001,1.0,0.0,0.04,0.53,0.5099999999999999,0.45999999999999996,0.0,0.5800000000000001,0.02,0.0,0.0,0.56,1.0,0.8
95,1.0,0.0,0.0,1.0,0.42999999999999994,0.9500000000000002,0.21000000000000002,0.23,0.5400000000000001,0.44000000000000006,0.46,0.0,0.47,0.02,0.0,0.0,0.4,1.0,1.0
96,1.0,0.0,0.0,1.0,0.4200000000000001,0.67,0.02,0.42,0.5800000000000001,0.5599999999999999,0.52,0.0,0.53,0.05,0.0,0.0,0.24,1.0,0.93
97,1.0,0.0,0.0,1.0,0.67,0.6,0.09000000000000001,0.33,0.5400000000000001,0.30000000000000004,0.19999999999999998,0.0,0.54,0.09000000000000001,0.0,0.0,0.6600000000000001,1.0,1.0
98,1.0,0.0,0.0,1.0,0.6300000000000001,0.98,0.05,0.16,0.9500000000000002,0.37000000000000005,0.77,0.0,0.37000000000000005,0.44999999999999996,0.0,0.0,0.29000000000000004,1.0,1.0
99,1.0,0.0,0.0,1.0,0.39,1.0,0.26,0.06,0.96,0.42000000000000004,0.3400000000000001,0.0,0.42000000000000004,0.16,0.0,0.0,0.64,1.0,0.8600000000000001
100,1.0,0.0,0.0,1.0,0.6600000000000001,0.91,0.33999999999999997,0.02,0.48000000000000004,0.34,0.64,0.0,0.4700000000000001,0.12,0.0,0.0,0.43000000000000005,1.0,1.0
101,1.0,0.0,0.0,1.0,0.5700000000000001,1.0,0.0,0.07,0.78,0.56,0.30999999999999994,0.0,0.35000000000000003,0.16,0.0,0.0,0.64,0.8800000000000001,1.0
102,1.0,0.0,0.0,1.0,0.5800000000000001,0.9500000000000002,0.26,0.28,0.8300000000000001,0.4,0.45000000000000007,0.0,0.44000000000000006,0.09000000000000001,0.0,0.0,0.38,1.0,1.0
103,1.0,0.0,0.0,1.0,0.47000000000000003,1.0,0.04,0.23,0.91,0.37000000000000005,0.5,0.05,0.63,0.3,0.05,0.0,0.36,1.0,1.0
104,1.0,0.0,0.0,1.0,0.64,1.0,0.15000000000000002,0.21,0.42000000000000004,0.28,0.33,0.0,0.41000000000000003,0.26,0.0,0.0,0.55,1.0,1.0
105,1.0,0.0,0.0,1.0,0.38000000000000006,1.0,0.27,0.19,0.7200000000000001,0.22,0.56,0.0,0.64,0.20999999999999996,0.0,0.0,0.39,1.0,1.0
106,1.0,0.0,0.0,1.0,0.72,1.0,0.28,0.07,0.9300000000000002,0.4,0.48,0.0,0.37,0.12000000000000001,0.0,0.0,0.54,1.0,1.0
107,1.0,0.0,0.0,1.0,0.6800000000000002,1.0,0.0,0.06,0.98,0.42,0.54,0.09,0.5600000000000002,0.18,0.09,0.0,0.44000000000000006,0.8800000000000001,1.0
108,1.0,0.0,0.0,1.0,0.65,1.0,0.07,0.07,1.0,0.4600000000000001,0.44000000000000006,0.0,0.28,0.24999999999999997,0.0,0.0,0.5800000000000001,0.7700000000000001,0.93
109,1.0,0.0,0.0,1.0,0.67,1.0,0.02,0.05,1.0,0.45,0.53,0.0,0.5800000000000001,0.25,0.0,0.0,0.51,0.9300000000000002,1.0
110,1.0,0.0,0.0,1.0,0.7300000000000001,1.0,0.0,0.04,0.91,0.22,0.49,0.0,0.38,0.19,0.0,0.0,0.5599999999999999,1.0,1.0
111,1.0,0.0,0.0,1.0,0.6900000000000001,1.0,0.0,0.07,0.68,0.43000000000000005,0.63,0.0,0.5,0.24,0.0,0.0,0.33999999999999997,0.79,1.0
112,1.0,0.0,0.0,1.0,0.67,1.0,0.09000000000000001,0.0,0.62,0.33999999999999997,0.41000000000000003,0.0,0.47,0.30000000000000004,0.0,0.0,0.68,1.0,1.0
113,1.0,0.0,0.0,1.0,0.79,0.91,0.11,0.02,0.8400000000000001,0.42000000000000004,0.59,0.0,0.5800000000000001,0.07,0.0,0.0,0.43000000000000005,1.0,1.0
114,1.0,0.0,0.0,1.0,0.5399999999999999,0.5800000000000001,0.07,0.09000000000000001,0.9100000000000001,0.30000000000000004,0.41000000000000003,0.0,0.47,0.16,0.0,0.0,0.59,1.0,1.0
115,1.0,0.0,0.0,1.0,0.62,0.74,0.24000000000000002,0.05,0.51,0.38,0.58,0.0,0.53,0.23,0.0,0.0,0.41000000000000003,0.8800000000000001,0.93
116,1.0,0.0,0.0,1.0,0.8200000000000001,0.8800000000000001,0.37000000000000005,0.0,0.6900000000000001,0.15,0.4600000000000001,0.0,0.5,0.14,0.0,0.0,0.65,1.0,1.0
117,1.0,0.0,0.0,1.0,0.53,1.0,0.07,0.42000000000000004,0.89,0.38,0.27,0.0,0.5,0.24,0.0,0.0,0.42000000000000004,1.0,1.0
118,1.0,0.07,0.0,1.0,0.6,1.0,0.02,0.39,0.98,0.37000000000000005,0.52,0.07,0.5599999999999999,0.23,0.07,0.0,0.27,1.0,1.0
119,1.0,0.02,0.0,1.0,0.6100000000000001,1.0,0.0,0.09,1.0,0.41999999999999993,0.35,0.0,0.37000000000000005,0.23,0.0,0.0,0.7500000000000002,1.0,1.0
120,1.0,0.0,0.0,1.0,0.58,1.0,0.0,0.19,0.98,0.41000000000000003,0.41000000000000003,0.05,0.42000000000000004,0.09,0.05,0.0,0.5700000000000001,1.0,1.0
121,1.0,0.0,0.0,1.0,0.7600000000000001,1.0,0.0,0.07,0.91,0.31,0.49,0.0,0.5700000000000001,0.15,0.0,0.0,0.5,1.0,1.0
122,1.0,0.0,0.0,1.0,0.6800000000000002,1.0,0.0,0.09000000000000001,0.41000000000000003,0.27,0.3,0.0,0.44000000000000006,0.27,0.0,0.0,0.8099999999999999,1.0,1.0
123,1.0,0.0,0.0,1.0,0.45999999999999996,1.0,0.09000000000000001,0.27,0.8000000000000002,0.32,0.49000000000000005,0.0,0.5800000000000001,0.30000000000000004,0.0,0.0,0.33,1.0,0.93
124,1.0,0.0,0.0,1.0,0.8400000000000001,1.0,0.04,0.31,0.93,0.33000000000000007,0.37000000000000005,0.0,0.5800000000000001,0.12000000000000001,0.0,0.0,0.38,1.0,1.0
125,1.0,0.0,0.0,1.0,0.6300000000000001,1.0,0.0,0.18000000000000002,0.9300000000000002,0.26999999999999996,0.33999999999999997,0.0,0.47000000000000003,0.16000000000000003,0.0,0.0,0.5700000000000001,1.0,1.0
126,1.0,0.0,0.0,1.0,0.62,1.0,0.0,0.05,1.0,0.36000000000000004,0.68,0.0,0.48,0.14,0.0,0.0,0.36,1.0,1.0
127,1.0,0.0,0.0,1.0,0.81,1.0,0.07,0.09000000000000001,1.0,0.35000000000000003,0.2,0.0,0.7100000000000001,0.2,0.0,0.0,0.7300000000000001,1.0,1.0
128,1.0,0.0,0.0,1.0,0.7800000000000001,1.0,0.0,0.02,1.0,0.25,0.5900000000000001,0.0,0.42000000000000004,0.33,0.0,0.0,0.57,1.0,1.0
129,1.0,0.0,0.0,1.0,0.51,1.0,0.07,0.1,1.0,0.29,0.36,0.0,0.44,0.31,0.0,0.0,0.6600000000000001,1.0,1.0
130,1.0,0.0,0.0,1.0,0.8300000000000001,1.0,0.0,0.09000000000000001,0.98,0.38999999999999996,0.35,0.0,0.52,0.07,0.0,0.0,0.69,1.0,1.0
131,1.0,0.0,0.0,1.0,0.9100000000000001,1.0,0.0,0.11,1.0,0.32000000000000006,0.5800000000000001,0.0,0.5,0.25,0.0,0.0,0.44000000000000006,1.0,1.0
132,1.0,0.0,0.0,1.0,0.8200000000000002,1.0,0.0,0.09,0.91,0.04,0.4,0.0,0.56,0.37,0.0,0.0,0.6000000000000001,1.0,1.0
133,1.0,0.0,0.0,1.0,0.79,1.0,0.07,0.07,0.3,0.3,0.64,0.0,0.51,0.33,0.0,0.0,0.47,1.0,1.0
