iteration,"('Scenario1', 'FacilityOpen[1]')","('Scenario1', 'FacilityOpen[2]')","('Scenario1', 'FacilityOpen[3]')","('Scenario1', 'FacilityOpen[4]')","('Scenario1', 'FacilityOpen[5]')","('Scenario1', 'FacilityOpen[6]')","('Scenario1', 'FacilityOpen[7]')","('Scenario1', 'FacilityOpen[8]')","('Scenario1', 'FacilityOpen[9]')","('Scenario1', 'FacilityOpen[10]')","('Scenario1', 'FacilityOpen[11]')","('Scenario1', 'FacilityOpen[12]')","('Scenario1', 'FacilityOpen[13]')","('Scenario1', 'FacilityOpen[14]')","('Scenario1', 'FacilityOpen[15]')","('Scenario2', 'FacilityOpen[1]')","('Scenario2', 'FacilityOpen[2]')","('Scenario2', 'FacilityOpen[3]')","('Scenario2', 'FacilityOpen[4]')","('Scenario2', 'FacilityOpen[5]')","('Scenario2', 'FacilityOpen[6]')","('Scenario2', 'FacilityOpen[7]')","('Scenario2', 'FacilityOpen[8]')","('Scenario2', 'FacilityOpen[9]')","('Scenario2', 'FacilityOpen[10]')","('Scenario2', 'FacilityOpen[11]')","('Scenario2', 'FacilityOpen[12]')","('Scenario2', 'FacilityOpen[13]')","('Scenario2', 'FacilityOpen[14]')","('Scenario2', 'FacilityOpen[15]')","('Scenario3', 'FacilityOpen[1]')","('Scenario3', 'FacilityOpen[2]')","('Scenario3', 'FacilityOpen[3]')","('Scenario3', 'FacilityOpen[4]')","('Scenario3', 'FacilityOpen[5]')","('Scenario3', 'FacilityOpen[6]')","('Scenario3', 'FacilityOpen[7]')","('Scenario3', 'FacilityOpen[8]')","('Scenario3', 'FacilityOpen[9]')","('Scenario3', 'FacilityOpen[10]')","('Scenario3', 'FacilityOpen[11]')","('Scenario3', 'FacilityOpen[12]')","('Scenario3', 'FacilityOpen[13]')","('Scenario3', 'FacilityOpen[14]')","('Scenario3', 'FacilityOpen[15]')","('Scenario4', 'FacilityOpen[1]')","('Scenario4', 'FacilityOpen[2]')","('Scenario4', 'FacilityOpen[3]')","('Scenario4', 'FacilityOpen[4]')","('Scenario4', 'FacilityOpen[5]')","('Scenario4', 'FacilityOpen[6]')","('Scenario4', 'FacilityOpen[7]')","('Scenario4', 'FacilityOpen[8]')","('Scenario4', 'FacilityOpen[9]')","('Scenario4', 'FacilityOpen[10]')","('Scenario4', 'FacilityOpen[11]')","('Scenario4', 'FacilityOpen[12]')","('Scenario4', 'FacilityOpen[13]')","('Scenario4', 'FacilityOpen[14]')","('Scenario4', 'FacilityOpen[15]')","('Scenario5', 'FacilityOpen[1]')","('Scenario5', 'FacilityOpen[2]')","('Scenario5', 'FacilityOpen[3]')","('Scenario5', 'FacilityOpen[4]')","('Scenario5', 'FacilityOpen[5]')","('Scenario5', 'FacilityOpen[6]')","('Scenario5', 'FacilityOpen[7]')","('Scenario5', 'FacilityOpen[8]')","('Scenario5', 'FacilityOpen[9]')","('Scenario5', 'FacilityOpen[10]')","('Scenario5', 'FacilityOpen[11]')","('Scenario5', 'FacilityOpen[12]')","('Scenario5', 'FacilityOpen[13]')","('Scenario5', 'FacilityOpen[14]')","('Scenario5', 'FacilityOpen[15]')","('Scenario6', 'FacilityOpen[1]')","('Scenario6', 'FacilityOpen[2]')","('Scenario6', 'FacilityOpen[3]')","('Scenario6', 'FacilityOpen[4]')","('Scenario6', 'FacilityOpen[5]')","('Scenario6', 'FacilityOpen[6]')","('Scenario6', 'FacilityOpen[7]')","('Scenario6', 'FacilityOpen[8]')","('Scenario6', 'FacilityOpen[9]')","('Scenario6', 'FacilityOpen[10]')","('Scenario6', 'FacilityOpen[11]')","('Scenario6', 'FacilityOpen[12]')","('Scenario6', 'FacilityOpen[13]')","('Scenario6', 'FacilityOpen[14]')","('Scenario6', 'FacilityOpen[15]')","('Scenario7', 'FacilityOpen[1]')","('Scenario7', 'FacilityOpen[2]')","('Scenario7', 'FacilityOpen[3]')","('Scenario7', 'FacilityOpen[4]')","('Scenario7', 'FacilityOpen[5]')","('Scenario7', 'FacilityOpen[6]')","('Scenario7', 'FacilityOpen[7]')","('Scenario7', 'FacilityOpen[8]')","('Scenario7', 'FacilityOpen[9]')","('Scenario7', 'FacilityOpen[10]')","('Scenario7', 'FacilityOpen[11]')","('Scenario7', 'FacilityOpen[12]')","('Scenario7', 'FacilityOpen[13]')","('Scenario7', 'FacilityOpen[14]')","('Scenario7', 'FacilityOpen[15]')","('Scenario8', 'FacilityOpen[1]')","('Scenario8', 'FacilityOpen[2]')","('Scenario8', 'FacilityOpen[3]')","('Scenario8', 'FacilityOpen[4]')","('Scenario8', 'FacilityOpen[5]')","('Scenario8', 'FacilityOpen[6]')","('Scenario8', 'FacilityOpen[7]')","('Scenario8', 'FacilityOpen[8]')","('Scenario8', 'FacilityOpen[9]')","('Scenario8', 'FacilityOpen[10]')","('Scenario8', 'FacilityOpen[11]')","('Scenario8', 'FacilityOpen[12]')","('Scenario8', 'FacilityOpen[13]')","('Scenario8', 'FacilityOpen[14]')","('Scenario8', 'FacilityOpen[15]')","('Scenario9', 'FacilityOpen[1]')","('Scenario9', 'FacilityOpen[2]')","('Scenario9', 'FacilityOpen[3]')","('Scenario9', 'FacilityOpen[4]')","('Scenario9', 'FacilityOpen[5]')","('Scenario9', 'FacilityOpen[6]')","('Scenario9', 'FacilityOpen[7]')","('Scenario9', 'FacilityOpen[8]')","('Scenario9', 'FacilityOpen[9]')","('Scenario9', 'FacilityOpen[10]')","('Scenario9', 'FacilityOpen[11]')","('Scenario9', 'FacilityOpen[12]')","('Scenario9', 'FacilityOpen[13]')","('Scenario9', 'FacilityOpen[14]')","('Scenario9', 'FacilityOpen[15]')","('Scenario10', 'FacilityOpen[1]')","('Scenario10', 'FacilityOpen[2]')","('Scenario10', 'FacilityOpen[3]')","('Scenario10', 'FacilityOpen[4]')","('Scenario10', 'FacilityOpen[5]')","('Scenario10', 'FacilityOpen[6]')","('Scenario10', 'FacilityOpen[7]')","('Scenario10', 'FacilityOpen[8]')","('Scenario10', 'FacilityOpen[9]')","('Scenario10', 'FacilityOpen[10]')","('Scenario10', 'FacilityOpen[11]')","('Scenario10', 'FacilityOpen[12]')","('Scenario10', 'FacilityOpen[13]')","('Scenario10', 'FacilityOpen[14]')","('Scenario10', 'FacilityOpen[15]')"
10,15.00000000000001,0.0,0.0,6.000000000000004,0.0,0.0,7.0,7.00000000000001,0.0,0.0,5.000000000000002,0.0,-3.0000000000000004,9.0,13.000000000000007,-4.999999999999991,0.0,0.0,-3.999999999999994,0.0,0.0,-3.0,-2.999999999999991,0.0,0.0,-4.999999999999998,0.0,-3.0,9.0,-6.999999999999992,5.000000000000008,0.0,0.0,6.0000000000000036,0.0,0.0,-3.0,7.00000000000001,0.0,0.0,15.000000000000002,0.0,7.0,9.0,13.000000000000007,-14.999999999999993,0.0,0.0,6.000000000000007,0.0,0.0,-3.0,-2.9999999999999902,0.0,0.0,-14.999999999999998,0.0,-3.0000000000000013,-11.0,-6.999999999999992,-14.99999999999999,0.0,0.0,-13.999999999999996,0.0,0.0,-3.0,-2.999999999999991,0.0,0.0,-14.999999999999998,0.0,7.0,-11.0,-6.999999999999992,5.000000000000009,0.0,0.0,6.000000000000005,0.0,0.0,-3.0,7.00000000000001,0.0,0.0,5.000000000000002,0.0,-3.0000000000000004,-11.0,3.000000000000009,5.000000000000009,0.0,0.0,-13.999999999999996,0.0,0.0,-3.0,-12.999999999999991,0.0,0.0,-4.999999999999998,0.0,-3.0,-1.0,-6.999999999999996,5.0000000000000115,0.0,0.0,6.000000000000005,0.0,0.0,7.0,7.00000000000001,0.0,0.0,5.000000000000002,0.0,-3.0000000000000004,9.0,3.000000000000009,-4.999999999999991,0.0,0.0,-3.9999999999999947,0.0,0.0,-3.0,-12.999999999999988,0.0,0.0,5.000000000000002,0.0,-3.0000000000000004,-11.0,-6.999999999999991,5.000000000000008,0.0,0.0,6.000000000000007,0.0,0.0,7.0,7.00000000000001,0.0,0.0,5.0000000000000036,0.0,7.0,9.0,3.000000000000008
11,15.000000000000012,0.0,0.0,10.000000000000004,0.0,0.0,6.0,7.000000000000011,0.0,0.0,1.7763568394002505e-15,0.0,3.9999999999999996,7.0,16.000000000000007,-4.99999999999999,0.0,0.0,-9.999999999999993,0.0,0.0,-4.0,-2.9999999999999902,0.0,0.0,1.7763568394002505e-15,0.0,-6.0,7.0,-3.9999999999999916,5.000000000000009,0.0,0.0,10.000000000000004,0.0,0.0,6.0,7.000000000000011,0.0,0.0,10.000000000000002,0.0,14.0,7.0,6.000000000000007,-14.999999999999991,0.0,0.0,7.105427357601002e-15,0.0,0.0,-4.0,-2.9999999999999893,0.0,0.0,-9.999999999999998,0.0,-6.000000000000002,-3.0,-13.999999999999993,-14.999999999999988,0.0,0.0,-9.999999999999996,0.0,0.0,-4.0,-2.9999999999999902,0.0,0.0,-20.0,0.0,3.9999999999999996,-13.0,-3.9999999999999916,5.00000000000001,0.0,0.0,5.329070518200751e-15,0.0,0.0,-4.0,7.000000000000011,0.0,0.0,1.7763568394002505e-15,0.0,-6.000000000000001,-3.0,6.000000000000009,5.00000000000001,0.0,0.0,-9.999999999999996,0.0,0.0,-4.0,-12.99999999999999,0.0,0.0,1.7763568394002505e-15,0.0,-6.0,-3.0,-13.999999999999996,5.000000000000012,0.0,0.0,10.000000000000005,0.0,0.0,6.0,7.000000000000011,0.0,0.0,10.000000000000002,0.0,-6.000000000000001,7.0,6.000000000000009,-4.99999999999999,0.0,0.0,-9.999999999999995,0.0,0.0,-4.0,-12.999999999999986,0.0,0.0,1.7763568394002505e-15,0.0,3.9999999999999996,-13.0,-3.9999999999999907,5.000000000000009,0.0,0.0,10.000000000000007,0.0,0.0,6.0,7.000000000000011,0.0,0.0,10.000000000000004,0.0,3.9999999999999996,7.0,6.000000000000009
12,16.000000000000014,0.0,0.0,11.000000000000004,0.0,0.0,6.0,7.0000000000000115,0.0,0.0,5.000000000000002,0.0,1.9999999999999996,6.0,19.000000000000007,-3.9999999999999893,0.0,0.0,-8.999999999999993,0.0,0.0,-4.0,-2.9999999999999893,0.0,0.0,-4.999999999999998,0.0,-8.0,6.0,-0.9999999999999911,6.00000000000001,0.0,0.0,11.000000000000004,0.0,0.0,6.0,7.0000000000000115,0.0,0.0,15.000000000000002,0.0,12.0,6.0,9.000000000000007,-13.99999999999999,0.0,0.0,1.000000000000008,0.0,0.0,-4.0,-2.9999999999999885,0.0,0.0,-14.999999999999998,0.0,-8.000000000000002,-4.0,-10.999999999999993,-13.999999999999986,0.0,0.0,-8.999999999999996,0.0,0.0,-4.0,-2.9999999999999893,0.0,0.0,-15.0,0.0,1.9999999999999996,-14.0,-10.999999999999991,6.000000000000011,0.0,0.0,1.0000000000000062,0.0,0.0,-4.0,7.0000000000000115,0.0,0.0,5.000000000000002,0.0,-8.0,-4.0,-0.9999999999999911,-3.9999999999999902,0.0,0.0,-8.999999999999996,0.0,0.0,-4.0,-12.999999999999988,0.0,0.0,-4.999999999999998,0.0,-8.0,6.0,-10.999999999999996,6.000000000000013,0.0,0.0,1.0000000000000053,0.0,0.0,6.0,7.0000000000000115,0.0,0.0,5.000000000000002,0.0,1.9999999999999991,6.0,9.000000000000009,-3.9999999999999893,0.0,0.0,-8.999999999999993,0.0,0.0,-4.0,-12.999999999999984,0.0,0.0,5.000000000000002,0.0,1.9999999999999996,-14.0,-10.999999999999991,6.00000000000001,0.0,0.0,11.000000000000007,0.0,0.0,6.0,7.0000000000000115,0.0,0.0,5.0000000000000036,0.0,12.0,6.0,9.000000000000009
13,16.000000000000014,0.0,0.0,13.000000000000004,0.0,0.0,6.0,8.000000000000012,0.0,0.0,7.000000000000003,0.0,10.0,5.0,12.000000000000007,-3.9999999999999885,0.0,0.0,-6.999999999999992,0.0,0.0,-4.0,-1.9999999999999885,0.0,0.0,-2.9999999999999973,0.0,-10.0,5.0,-7.999999999999991,6.000000000000011,0.0,0.0,13.000000000000004,0.0,0.0,6.0,8.000000000000012,0.0,0.0,17.000000000000004,0.0,10.0,5.0,12.000000000000007,-13.999999999999988,0.0,0.0,3.000000000000009,0.0,0.0,-4.0,-11.99999999999999,0.0,0.0,-12.999999999999996,0.0,-10.000000000000002,-5.0,-7.999999999999993,-13.999999999999984,0.0,0.0,-16.999999999999996,0.0,0.0,-4.0,-1.9999999999999885,0.0,0.0,-13.0,0.0,-4.440892098500626e-16,-15.0,-7.999999999999991,6.0000000000000115,0.0,0.0,3.000000000000007,0.0,0.0,-4.0,8.000000000000012,0.0,0.0,-2.9999999999999973,0.0,0.0,-5.0,2.0000000000000093,-3.9999999999999893,0.0,0.0,-6.999999999999996,0.0,0.0,-4.0,-11.999999999999986,0.0,0.0,-2.9999999999999973,0.0,-10.0,5.0,-17.999999999999996,6.000000000000014,0.0,0.0,3.000000000000006,0.0,0.0,6.0,8.000000000000012,0.0,0.0,7.000000000000003,0.0,-8.881784197001252e-16,5.0,12.000000000000009,-3.9999999999999885,0.0,0.0,-6.999999999999992,0.0,0.0,-4.0,-11.999999999999982,0.0,0.0,-2.9999999999999973,0.0,-4.440892098500626e-16,-15.0,-7.999999999999991,6.000000000000011,0.0,0.0,3.000000000000008,0.0,0.0,6.0,8.000000000000012,0.0,0.0,7.000000000000004,0.0,10.0,15.0,12.000000000000009
14,17.000000000000014,0.0,0.0,14.000000000000004,0.0,0.0,6.0,9.000000000000014,0.0,0.0,10.000000000000004,0.0,7.0,5.0,14.000000000000007,-12.99999999999999,0.0,0.0,-5.999999999999991,0.0,0.0,-4.0,-0.9999999999999876,0.0,0.0,3.1086244689504383e-15,0.0,-3.0,5.0,-5.99999999999999,7.0000000000000115,0.0,0.0,14.000000000000004,0.0,0.0,6.0,9.000000000000014,0.0,0.0,10.000000000000004,0.0,17.0,5.0,14.000000000000007,-12.999999999999986,0.0,0.0,4.00000000000001,0.0,0.0,-4.0,-10.99999999999999,0.0,0.0,-9.999999999999996,0.0,-13.000000000000002,-5.0,-15.999999999999993,-12.999999999999982,0.0,0.0,-15.999999999999996,0.0,0.0,-4.0,-0.9999999999999876,0.0,0.0,-20.0,0.0,-3.000000000000001,-15.0,-5.99999999999999,7.000000000000012,0.0,0.0,4.000000000000008,0.0,0.0,-4.0,9.000000000000014,0.0,0.0,3.1086244689504383e-15,0.0,-3.0000000000000004,-5.0,4.000000000000011,-2.9999999999999885,0.0,0.0,-15.999999999999996,0.0,0.0,-4.0,-10.999999999999986,0.0,0.0,-9.999999999999996,0.0,-3.0,5.0,-15.999999999999996,7.000000000000015,0.0,0.0,4.000000000000007,0.0,0.0,6.0,9.000000000000014,0.0,0.0,10.000000000000004,0.0,-3.0000000000000013,5.0,4.00000000000001,-2.9999999999999876,0.0,0.0,-5.999999999999991,0.0,0.0,-4.0,-20.999999999999982,0.0,0.0,3.1086244689504383e-15,0.0,-3.000000000000001,-15.0,-5.99999999999999,7.0000000000000115,0.0,0.0,4.000000000000009,0.0,0.0,6.0,9.000000000000014,0.0,0.0,10.000000000000005,0.0,7.0,15.0,14.00000000000001
15,18.000000000000014,0.0,0.0,7.0000000000000036,0.0,0.0,15.0,11.000000000000014,0.0,0.0,5.0000000000000036,0.0,5.0,13.0,15.000000000000007,-11.99999999999999,0.0,0.0,-2.9999999999999907,0.0,0.0,-5.0,1.0000000000000133,0.0,0.0,-4.9999999999999964,0.0,-5.0,3.0,-4.999999999999989,8.000000000000012,0.0,0.0,7.0000000000000036,0.0,0.0,5.0,11.000000000000014,0.0,0.0,15.000000000000004,0.0,15.0,13.0,15.000000000000007,-11.999999999999986,0.0,0.0,-2.9999999999999902,0.0,0.0,-5.0,-8.99999999999999,0.0,0.0,-14.999999999999996,0.0,-5.000000000000002,-7.0,-14.999999999999993,-11.999999999999982,0.0,0.0,-12.999999999999996,0.0,0.0,-5.0,-8.999999999999986,0.0,0.0,-15.0,0.0,-5.000000000000001,-17.0,-4.999999999999989,8.000000000000014,0.0,0.0,7.000000000000009,0.0,0.0,-5.0,1.000000000000015,0.0,0.0,5.0000000000000036,0.0,-5.0,-7.0,5.0000000000000115,-1.9999999999999876,0.0,0.0,-12.999999999999996,0.0,0.0,-5.0,-8.999999999999986,0.0,0.0,-4.9999999999999964,0.0,-5.0,3.0,-24.999999999999996,8.000000000000016,0.0,0.0,7.000000000000007,0.0,0.0,5.0,11.000000000000014,0.0,0.0,5.0000000000000036,0.0,-5.000000000000002,3.0,5.000000000000011,-11.999999999999988,0.0,0.0,-2.9999999999999907,0.0,0.0,-5.0,-18.999999999999982,0.0,0.0,5.0000000000000036,0.0,-5.000000000000001,-17.0,-4.999999999999989,8.000000000000012,0.0,0.0,7.000000000000009,0.0,0.0,5.0,11.000000000000014,0.0,0.0,5.000000000000005,0.0,15.0,13.0,15.00000000000001
16,19.000000000000014,0.0,0.0,10.000000000000004,0.0,0.0,14.0,12.000000000000014,0.0,0.0,8.000000000000004,0.0,3.0,12.0,18.000000000000007,-10.99999999999999,0.0,0.0,-9.999999999999991,0.0,0.0,-6.0,2.000000000000014,0.0,0.0,-1.999999999999996,0.0,-7.0,2.0,-1.999999999999989,9.000000000000014,0.0,0.0,10.000000000000004,0.0,0.0,4.0,12.000000000000014,0.0,0.0,18.000000000000004,0.0,13.0,12.0,18.000000000000007,-20.999999999999986,0.0,0.0,1.021405182655144e-14,0.0,0.0,-6.0,-7.9999999999999885,0.0,0.0,-11.999999999999996,0.0,-7.000000000000002,-8.0,-11.999999999999993,-10.999999999999982,0.0,0.0,-9.999999999999996,0.0,0.0,-6.0,-7.999999999999985,0.0,0.0,-12.0,0.0,-7.000000000000001,-18.0,-11.99999999999999,9.000000000000014,0.0,0.0,10.000000000000009,0.0,0.0,4.0,2.000000000000016,0.0,0.0,-1.9999999999999964,0.0,-7.0,-8.0,-1.9999999999999885,-0.9999999999999867,0.0,0.0,-9.999999999999996,0.0,0.0,-6.0,-17.999999999999986,0.0,0.0,-1.999999999999996,0.0,-7.0,2.0,-21.999999999999996,9.000000000000018,0.0,0.0,7.105427357601002e-15,0.0,0.0,4.0,12.000000000000014,0.0,0.0,-1.9999999999999964,0.0,2.9999999999999982,12.0,8.00000000000001,-10.999999999999986,0.0,0.0,-9.999999999999991,0.0,0.0,-6.0,-17.999999999999982,0.0,0.0,-1.9999999999999964,0.0,2.999999999999999,-18.0,-1.999999999999989,9.000000000000014,0.0,0.0,10.000000000000009,0.0,0.0,4.0,12.000000000000014,0.0,0.0,8.000000000000005,0.0,13.0,12.0,8.00000000000001
17,20.000000000000014,0.0,0.0,12.000000000000004,0.0,0.0,13.0,12.000000000000016,0.0,0.0,12.000000000000004,0.0,-4.440892098500626e-16,11.0,21.000000000000007,-9.99999999999999,0.0,0.0,-7.99999999999999,0.0,0.0,-7.0,2.000000000000015,0.0,0.0,2.000000000000004,0.0,-10.0,1.0,-8.99999999999999,10.000000000000014,0.0,0.0,12.000000000000004,0.0,0.0,13.0,12.000000000000016,0.0,0.0,12.000000000000004,0.0,20.0,11.0,11.000000000000007,-19.999999999999986,0.0,0.0,2.000000000000011,0.0,0.0,-7.0,-7.999999999999988,0.0,0.0,-17.999999999999996,0.0,-10.000000000000002,-9.0,-8.999999999999993,-9.999999999999982,0.0,0.0,-17.999999999999996,0.0,0.0,-7.0,-7.999999999999984,0.0,0.0,-18.0,0.0,-8.881784197001252e-16,-19.0,-8.99999999999999,1.4210854715202004e-14,0.0,0.0,2.0000000000000098,0.0,0.0,3.0,2.000000000000017,0.0,0.0,2.0000000000000036,0.0,0.0,1.0,1.000000000000012,1.4210854715202004e-14,0.0,0.0,-7.999999999999996,0.0,0.0,-7.0,-17.999999999999986,0.0,0.0,-7.9999999999999964,0.0,-10.0,1.0,-18.999999999999996,10.000000000000018,0.0,0.0,2.000000000000008,0.0,0.0,3.0,12.000000000000016,0.0,0.0,2.0000000000000036,0.0,-2.220446049250313e-15,11.0,11.00000000000001,-9.999999999999986,0.0,0.0,-7.99999999999999,0.0,0.0,-7.0,-17.999999999999982,0.0,0.0,2.0000000000000036,0.0,-1.3322676295501878e-15,-19.0,-8.99999999999999,10.000000000000014,0.0,0.0,12.00000000000001,0.0,0.0,3.0,12.000000000000016,0.0,0.0,12.000000000000005,0.0,10.0,11.0,11.00000000000001
18,22.000000000000014,0.0,0.0,14.000000000000004,0.0,9.0,13.0,13.000000000000018,0.0,0.0,5.0000000000000036,-1.0,8.0,10.0,14.000000000000007,-7.9999999999999885,0.0,0.0,-5.999999999999989,0.0,-1.0,-7.0,-6.999999999999985,0.0,0.0,-4.9999999999999964,-1.0,-2.0,0.0,-5.999999999999989,12.000000000000014,0.0,0.0,14.000000000000004,0.0,-1.0,13.0,13.000000000000018,0.0,0.0,15.000000000000004,-1.0,18.0,10.0,14.000000000000007,-17.999999999999986,0.0,0.0,4.000000000000012,0.0,-1.0,-7.0,-6.999999999999987,0.0,0.0,-14.999999999999996,-1.0,-12.000000000000002,-10.0,-15.999999999999993,-17.999999999999982,0.0,0.0,-15.999999999999996,0.0,-1.0,-7.0,-6.999999999999983,0.0,0.0,-15.0,-1.0,-2.000000000000001,-20.0,-5.999999999999989,2.000000000000015,0.0,0.0,4.000000000000011,0.0,-1.0,3.0,3.0000000000000178,0.0,0.0,5.0000000000000036,-1.0,-2.0,0.0,4.000000000000012,2.000000000000015,0.0,0.0,-15.999999999999995,0.0,-1.0,-7.0,-16.999999999999986,0.0,0.0,-4.9999999999999964,-1.0,-12.0,0.0,-15.999999999999996,12.000000000000018,0.0,0.0,4.000000000000009,0.0,-1.0,3.0,13.000000000000018,0.0,0.0,5.0000000000000036,-1.0,-2.000000000000002,10.0,4.000000000000011,-7.999999999999985,0.0,0.0,-5.999999999999989,0.0,-1.0,-7.0,-16.999999999999982,0.0,0.0,-4.9999999999999964,-1.0,-2.0000000000000013,-20.0,-5.999999999999989,2.000000000000015,0.0,0.0,4.0000000000000115,0.0,-1.0,3.0,13.000000000000018,0.0,0.0,15.000000000000005,9.0,8.0,20.0,14.00000000000001
19,23.000000000000014,0.0,0.0,17.000000000000004,0.0,9.0,12.0,14.000000000000018,0.0,0.0,8.000000000000004,-1.0,7.0,10.0,16.000000000000007,-6.999999999999988,0.0,0.0,-12.99999999999999,0.0,-1.0,-8.0,-5.999999999999984,0.0,0.0,-1.999999999999996,-1.0,-3.0,0.0,-3.9999999999999885,13.000000000000014,0.0,0.0,17.000000000000004,0.0,-1.0,12.0,14.000000000000018,0.0,0.0,18.000000000000004,-1.0,17.0,10.0,16.000000000000007,-16.999999999999986,0.0,0.0,-2.9999999999999876,0.0,-1.0,-8.0,-5.999999999999986,0.0,0.0,-21.999999999999996,-1.0,-3.0000000000000018,-10.0,-13.999999999999993,-16.999999999999982,0.0,0.0,-12.999999999999996,0.0,-1.0,-8.0,-5.999999999999982,0.0,0.0,-12.0,-1.0,-3.000000000000001,-20.0,-13.99999999999999,3.000000000000016,0.0,0.0,7.000000000000011,0.0,-1.0,2.0,4.000000000000019,0.0,0.0,-1.9999999999999964,-1.0,-3.0,0.0,6.000000000000013,-6.999999999999985,0.0,0.0,-12.999999999999995,0.0,-1.0,-8.0,-15.999999999999986,0.0,0.0,-1.999999999999996,-1.0,-13.0,0.0,-13.999999999999996,13.000000000000018,0.0,0.0,7.000000000000009,0.0,-1.0,2.0,4.000000000000018,0.0,0.0,8.000000000000004,-1.0,-3.000000000000002,10.0,6.0000000000000115,-6.999999999999984,0.0,0.0,-12.99999999999999,0.0,-1.0,-8.0,-15.999999999999982,0.0,0.0,-1.999999999999996,-1.0,-3.0000000000000013,-20.0,-3.9999999999999885,3.000000000000016,0.0,0.0,7.000000000000012,0.0,-1.0,12.0,14.000000000000018,0.0,0.0,8.000000000000005,9.0,7.0,20.0,6.0000000000000115
20,23.000000000000014,0.0,0.0,19.000000000000004,0.0,9.0,12.0,15.000000000000018,0.0,0.0,11.000000000000004,-1.0,6.0,10.0,18.000000000000007,-6.999999999999987,0.0,0.0,-10.99999999999999,0.0,-1.0,-8.0,-4.999999999999983,0.0,0.0,1.0000000000000044,-1.0,-4.0,0.0,-11.999999999999988,13.000000000000016,0.0,0.0,19.000000000000004,0.0,-1.0,12.0,15.000000000000018,0.0,0.0,21.000000000000004,-1.0,16.0,10.0,18.000000000000007,-16.999999999999986,0.0,0.0,-0.9999999999999867,0.0,-1.0,-8.0,-14.999999999999986,0.0,0.0,-18.999999999999996,-1.0,-4.000000000000002,-10.0,-11.999999999999993,-16.999999999999982,0.0,0.0,-10.999999999999996,0.0,-1.0,-8.0,-4.999999999999981,0.0,0.0,-19.0,-1.0,-4.000000000000001,-20.0,-11.99999999999999,3.000000000000017,0.0,0.0,-0.9999999999999885,0.0,-1.0,2.0,5.0000000000000195,0.0,0.0,1.000000000000004,-1.0,-4.0,0.0,8.000000000000014,-6.999999999999984,0.0,0.0,-20.999999999999993,0.0,-1.0,-8.0,-14.999999999999986,0.0,0.0,-8.999999999999996,-1.0,-4.0,0.0,-11.999999999999996,13.00000000000002,0.0,0.0,9.00000000000001,0.0,-1.0,2.0,5.000000000000019,0.0,0.0,1.0000000000000036,-1.0,-4.000000000000002,10.0,8.000000000000012,-6.999999999999983,0.0,0.0,-10.99999999999999,0.0,-1.0,-8.0,-14.999999999999982,0.0,0.0,1.0000000000000044,-1.0,-4.000000000000002,-20.0,-11.999999999999988,3.000000000000017,0.0,0.0,9.000000000000014,0.0,-1.0,12.0,15.000000000000018,0.0,0.0,11.000000000000005,9.0,6.0,20.0,8.000000000000012
21,15.000000000000014,0.0,0.0,12.000000000000004,0.0,9.0,12.0,15.00000000000002,0.0,-1.0,15.000000000000004,-2.0,14.0,19.0,21.000000000000007,-4.999999999999986,0.0,0.0,-7.999999999999989,0.0,-1.0,-8.0,-4.999999999999982,0.0,-1.0,-4.999999999999996,-2.0,-6.0,-1.0,-8.999999999999988,5.000000000000017,0.0,0.0,22.000000000000004,0.0,-1.0,12.0,15.00000000000002,0.0,9.0,15.000000000000004,8.0,14.0,9.0,21.000000000000007,-14.999999999999986,0.0,0.0,2.0000000000000138,0.0,-1.0,-8.0,-14.999999999999984,0.0,-1.0,-14.999999999999996,-2.0,-6.000000000000002,-11.0,-18.999999999999993,-14.999999999999982,0.0,0.0,-17.999999999999996,0.0,-1.0,-8.0,-4.9999999999999805,0.0,-1.0,-15.0,-2.0,-6.000000000000001,-21.0,-8.99999999999999,5.000000000000018,0.0,0.0,2.000000000000012,0.0,-1.0,2.0,5.00000000000002,0.0,-1.0,5.0000000000000036,-2.0,-6.0,-1.0,1.0000000000000142,-4.999999999999983,0.0,0.0,-17.999999999999993,0.0,-1.0,-8.0,-14.999999999999984,0.0,-1.0,-4.9999999999999964,-2.0,-6.0,-1.0,-18.999999999999996,15.000000000000021,0.0,0.0,2.0000000000000107,0.0,-1.0,2.0,5.0000000000000195,0.0,-1.0,5.0000000000000036,-2.0,-6.000000000000002,9.0,11.000000000000012,-4.999999999999982,0.0,0.0,-7.999999999999989,0.0,-1.0,-8.0,-14.99999999999998,0.0,-1.0,-4.999999999999996,-2.0,-6.000000000000002,-21.0,-8.999999999999988,5.000000000000018,0.0,0.0,12.000000000000014,0.0,-1.0,12.0,15.00000000000002,0.0,-1.0,5.000000000000005,8.0,14.0,19.0,11.000000000000012
