iteration,"('Scenario1', 'FacilityOpen[1]')","('Scenario1', 'FacilityOpen[2]')","('Scenario1', 'FacilityOpen[3]')","('Scenario1', 'FacilityOpen[4]')","('Scenario1', 'FacilityOpen[5]')","('Scenario1', 'FacilityOpen[6]')","('Scenario1', 'FacilityOpen[7]')","('Scenario1', 'FacilityOpen[8]')","('Scenario1', 'FacilityOpen[9]')","('Scenario1', 'FacilityOpen[10]')","('Scenario1', 'FacilityOpen[11]')","('Scenario1', 'FacilityOpen[12]')","('Scenario1', 'FacilityOpen[13]')","('Scenario1', 'FacilityOpen[14]')","('Scenario1', 'FacilityOpen[15]')","('Scenario2', 'FacilityOpen[1]')","('Scenario2', 'FacilityOpen[2]')","('Scenario2', 'FacilityOpen[3]')","('Scenario2', 'FacilityOpen[4]')","('Scenario2', 'FacilityOpen[5]')","('Scenario2', 'FacilityOpen[6]')","('Scenario2', 'FacilityOpen[7]')","('Scenario2', 'FacilityOpen[8]')","('Scenario2', 'FacilityOpen[9]')","('Scenario2', 'FacilityOpen[10]')","('Scenario2', 'FacilityOpen[11]')","('Scenario2', 'FacilityOpen[12]')","('Scenario2', 'FacilityOpen[13]')","('Scenario2', 'FacilityOpen[14]')","('Scenario2', 'FacilityOpen[15]')","('Scenario3', 'FacilityOpen[1]')","('Scenario3', 'FacilityOpen[2]')","('Scenario3', 'FacilityOpen[3]')","('Scenario3', 'FacilityOpen[4]')","('Scenario3', 'FacilityOpen[5]')","('Scenario3', 'FacilityOpen[6]')","('Scenario3', 'FacilityOpen[7]')","('Scenario3', 'FacilityOpen[8]')","('Scenario3', 'FacilityOpen[9]')","('Scenario3', 'FacilityOpen[10]')","('Scenario3', 'FacilityOpen[11]')","('Scenario3', 'FacilityOpen[12]')","('Scenario3', 'FacilityOpen[13]')","('Scenario3', 'FacilityOpen[14]')","('Scenario3', 'FacilityOpen[15]')","('Scenario4', 'FacilityOpen[1]')","('Scenario4', 'FacilityOpen[2]')","('Scenario4', 'FacilityOpen[3]')","('Scenario4', 'FacilityOpen[4]')","('Scenario4', 'FacilityOpen[5]')","('Scenario4', 'FacilityOpen[6]')","('Scenario4', 'FacilityOpen[7]')","('Scenario4', 'FacilityOpen[8]')","('Scenario4', 'FacilityOpen[9]')","('Scenario4', 'FacilityOpen[10]')","('Scenario4', 'FacilityOpen[11]')","('Scenario4', 'FacilityOpen[12]')","('Scenario4', 'FacilityOpen[13]')","('Scenario4', 'FacilityOpen[14]')","('Scenario4', 'FacilityOpen[15]')","('Scenario5', 'FacilityOpen[1]')","('Scenario5', 'FacilityOpen[2]')","('Scenario5', 'FacilityOpen[3]')","('Scenario5', 'FacilityOpen[4]')","('Scenario5', 'FacilityOpen[5]')","('Scenario5', 'FacilityOpen[6]')","('Scenario5', 'FacilityOpen[7]')","('Scenario5', 'FacilityOpen[8]')","('Scenario5', 'FacilityOpen[9]')","('Scenario5', 'FacilityOpen[10]')","('Scenario5', 'FacilityOpen[11]')","('Scenario5', 'FacilityOpen[12]')","('Scenario5', 'FacilityOpen[13]')","('Scenario5', 'FacilityOpen[14]')","('Scenario5', 'FacilityOpen[15]')","('Scenario6', 'FacilityOpen[1]')","('Scenario6', 'FacilityOpen[2]')","('Scenario6', 'FacilityOpen[3]')","('Scenario6', 'FacilityOpen[4]')","('Scenario6', 'FacilityOpen[5]')","('Scenario6', 'FacilityOpen[6]')","('Scenario6', 'FacilityOpen[7]')","('Scenario6', 'FacilityOpen[8]')","('Scenario6', 'FacilityOpen[9]')","('Scenario6', 'FacilityOpen[10]')","('Scenario6', 'FacilityOpen[11]')","('Scenario6', 'FacilityOpen[12]')","('Scenario6', 'FacilityOpen[13]')","('Scenario6', 'FacilityOpen[14]')","('Scenario6', 'FacilityOpen[15]')","('Scenario7', 'FacilityOpen[1]')","('Scenario7', 'FacilityOpen[2]')","('Scenario7', 'FacilityOpen[3]')","('Scenario7', 'FacilityOpen[4]')","('Scenario7', 'FacilityOpen[5]')","('Scenario7', 'FacilityOpen[6]')","('Scenario7', 'FacilityOpen[7]')","('Scenario7', 'FacilityOpen[8]')","('Scenario7', 'FacilityOpen[9]')","('Scenario7', 'FacilityOpen[10]')","('Scenario7', 'FacilityOpen[11]')","('Scenario7', 'FacilityOpen[12]')","('Scenario7', 'FacilityOpen[13]')","('Scenario7', 'FacilityOpen[14]')","('Scenario7', 'FacilityOpen[15]')","('Scenario8', 'FacilityOpen[1]')","('Scenario8', 'FacilityOpen[2]')","('Scenario8', 'FacilityOpen[3]')","('Scenario8', 'FacilityOpen[4]')","('Scenario8', 'FacilityOpen[5]')","('Scenario8', 'FacilityOpen[6]')","('Scenario8', 'FacilityOpen[7]')","('Scenario8', 'FacilityOpen[8]')","('Scenario8', 'FacilityOpen[9]')","('Scenario8', 'FacilityOpen[10]')","('Scenario8', 'FacilityOpen[11]')","('Scenario8', 'FacilityOpen[12]')","('Scenario8', 'FacilityOpen[13]')","('Scenario8', 'FacilityOpen[14]')","('Scenario8', 'FacilityOpen[15]')","('Scenario9', 'FacilityOpen[1]')","('Scenario9', 'FacilityOpen[2]')","('Scenario9', 'FacilityOpen[3]')","('Scenario9', 'FacilityOpen[4]')","('Scenario9', 'FacilityOpen[5]')","('Scenario9', 'FacilityOpen[6]')","('Scenario9', 'FacilityOpen[7]')","('Scenario9', 'FacilityOpen[8]')","('Scenario9', 'FacilityOpen[9]')","('Scenario9', 'FacilityOpen[10]')","('Scenario9', 'FacilityOpen[11]')","('Scenario9', 'FacilityOpen[12]')","('Scenario9', 'FacilityOpen[13]')","('Scenario9', 'FacilityOpen[14]')","('Scenario9', 'FacilityOpen[15]')","('Scenario10', 'FacilityOpen[1]')","('Scenario10', 'FacilityOpen[2]')","('Scenario10', 'FacilityOpen[3]')","('Scenario10', 'FacilityOpen[4]')","('Scenario10', 'FacilityOpen[5]')","('Scenario10', 'FacilityOpen[6]')","('Scenario10', 'FacilityOpen[7]')","('Scenario10', 'FacilityOpen[8]')","('Scenario10', 'FacilityOpen[9]')","('Scenario10', 'FacilityOpen[10]')","('Scenario10', 'FacilityOpen[11]')","('Scenario10', 'FacilityOpen[12]')","('Scenario10', 'FacilityOpen[13]')","('Scenario10', 'FacilityOpen[14]')","('Scenario10', 'FacilityOpen[15]')"
11,18.00000000000001,0.0,0.0,16.000000000000007,0.0,0.0,0.0,12.000000000000014,0.0,0.0,11.00000000000001,0.0,-3.0,5.0,14.000000000000014,-1.9999999999999867,0.0,0.0,-3.9999999999999893,0.0,0.0,0.0,-7.999999999999987,0.0,0.0,-8.999999999999993,0.0,-3.0,5.0,-5.999999999999986,8.000000000000012,0.0,0.0,6.000000000000008,0.0,0.0,0.0,12.000000000000014,0.0,0.0,21.00000000000001,0.0,7.0,5.0,14.000000000000014,-21.999999999999996,0.0,0.0,-3.9999999999999885,0.0,0.0,0.0,-7.999999999999987,0.0,0.0,-18.999999999999993,0.0,-3.0,-5.0,-15.99999999999999,-21.999999999999993,0.0,0.0,-13.999999999999993,0.0,0.0,0.0,-7.999999999999987,0.0,0.0,-18.999999999999993,0.0,7.0,-5.0,-15.999999999999986,18.00000000000001,0.0,0.0,6.000000000000008,0.0,0.0,0.0,12.000000000000014,0.0,0.0,11.00000000000001,0.0,-3.0,-5.0,14.000000000000014,-11.99999999999999,0.0,0.0,-13.999999999999993,0.0,0.0,0.0,-17.99999999999999,0.0,0.0,-8.99999999999999,0.0,-3.0,-5.0,-15.999999999999993,18.00000000000001,0.0,0.0,6.0000000000000115,0.0,0.0,0.0,12.000000000000014,0.0,0.0,11.00000000000001,0.0,-3.0,5.0,14.000000000000014,-11.99999999999999,0.0,0.0,-13.999999999999993,0.0,0.0,0.0,-17.99999999999999,0.0,0.0,-8.99999999999999,0.0,-3.0,-5.0,-15.999999999999986,8.000000000000012,0.0,0.0,16.000000000000007,0.0,0.0,0.0,12.000000000000014,0.0,0.0,11.00000000000001,0.0,7.0,5.0,14.000000000000014
12,18.00000000000001,0.0,0.0,9.000000000000007,0.0,0.0,9.0,13.000000000000014,0.0,0.0,6.000000000000011,0.0,5.0,4.0,15.000000000000014,-1.9999999999999856,0.0,0.0,-10.99999999999999,0.0,0.0,-1.0,-6.999999999999986,0.0,0.0,-3.999999999999993,0.0,-5.0,4.0,-4.999999999999985,8.000000000000014,0.0,0.0,9.000000000000009,0.0,0.0,-1.0,13.000000000000014,0.0,0.0,16.00000000000001,0.0,15.0,4.0,15.000000000000014,-21.999999999999996,0.0,0.0,-0.999999999999988,0.0,0.0,-1.0,-6.999999999999986,0.0,0.0,-23.999999999999993,0.0,-5.0,-6.0,-14.99999999999999,-21.999999999999993,0.0,0.0,-10.999999999999993,0.0,0.0,-1.0,-6.999999999999986,0.0,0.0,-23.999999999999993,0.0,5.0,-6.0,-14.999999999999986,18.00000000000001,0.0,0.0,9.000000000000009,0.0,0.0,-1.0,13.000000000000014,0.0,0.0,6.000000000000011,0.0,-5.0,-6.0,15.000000000000014,-11.999999999999988,0.0,0.0,-10.999999999999993,0.0,0.0,-1.0,-16.99999999999999,0.0,0.0,-3.9999999999999893,0.0,-5.0,-6.0,-24.999999999999993,18.00000000000001,0.0,0.0,9.000000000000012,0.0,0.0,-1.0,13.000000000000014,0.0,0.0,16.00000000000001,0.0,-5.0,4.0,15.000000000000014,-11.999999999999988,0.0,0.0,-10.999999999999993,0.0,0.0,-1.0,-26.99999999999999,0.0,0.0,-3.9999999999999893,0.0,-5.0,-6.0,-14.999999999999986,8.000000000000014,0.0,0.0,9.000000000000007,0.0,0.0,-1.0,13.000000000000014,0.0,0.0,16.00000000000001,0.0,5.0,14.0,15.000000000000014
13,18.00000000000001,0.0,0.0,11.000000000000007,0.0,0.0,9.0,13.000000000000016,0.0,0.0,11.00000000000001,0.0,3.0,4.0,16.000000000000014,-1.9999999999999845,0.0,0.0,-8.99999999999999,0.0,0.0,-1.0,-6.999999999999985,0.0,0.0,-8.999999999999993,0.0,-7.0,4.0,-3.999999999999984,8.000000000000016,0.0,0.0,11.00000000000001,0.0,0.0,-1.0,13.000000000000016,0.0,0.0,21.00000000000001,0.0,13.0,4.0,16.000000000000014,-21.999999999999996,0.0,0.0,-8.999999999999988,0.0,0.0,-1.0,-6.999999999999985,0.0,0.0,-18.999999999999993,0.0,-7.0,-6.0,-13.99999999999999,-21.999999999999993,0.0,0.0,-18.999999999999993,0.0,0.0,-1.0,-6.999999999999985,0.0,0.0,-18.999999999999993,0.0,3.0,-6.0,-13.999999999999986,18.00000000000001,0.0,0.0,11.00000000000001,0.0,0.0,-1.0,13.000000000000016,0.0,0.0,11.00000000000001,0.0,-7.0,-6.0,6.000000000000014,-11.999999999999986,0.0,0.0,-8.999999999999993,0.0,0.0,-1.0,-16.99999999999999,0.0,0.0,-8.99999999999999,0.0,-7.0,-6.0,-23.999999999999993,18.00000000000001,0.0,0.0,11.000000000000014,0.0,0.0,-1.0,13.000000000000016,0.0,0.0,11.00000000000001,0.0,3.0,4.0,16.000000000000014,-11.999999999999986,0.0,0.0,-8.999999999999993,0.0,0.0,-1.0,-26.99999999999999,0.0,0.0,-8.99999999999999,0.0,-7.0,-6.0,-13.999999999999986,8.000000000000016,0.0,0.0,11.000000000000007,0.0,0.0,-1.0,13.000000000000016,0.0,0.0,11.00000000000001,0.0,13.0,14.0,16.000000000000014
14,20.00000000000001,0.0,0.0,16.000000000000007,0.0,0.0,7.0,14.000000000000021,0.0,0.0,12.00000000000001,0.0,9.0,4.0,21.000000000000014,-9.999999999999982,0.0,0.0,-3.9999999999999867,0.0,0.0,-3.0,-5.999999999999982,0.0,0.0,-7.999999999999993,0.0,-1.0,4.0,-8.999999999999982,10.000000000000018,0.0,0.0,16.00000000000001,0.0,0.0,-3.0,14.000000000000021,0.0,0.0,22.00000000000001,0.0,19.0,4.0,21.000000000000014,-19.999999999999996,0.0,0.0,-3.999999999999985,0.0,0.0,-3.0,-15.999999999999982,0.0,0.0,-17.999999999999993,0.0,-11.0,-6.0,-18.99999999999999,-19.999999999999993,0.0,0.0,-23.999999999999993,0.0,0.0,-3.0,-5.999999999999982,0.0,0.0,-27.999999999999993,0.0,-1.0,-6.0,-8.999999999999986,10.00000000000001,0.0,0.0,6.000000000000012,0.0,0.0,-3.0,14.000000000000021,0.0,0.0,12.00000000000001,0.0,-1.0,-6.0,11.000000000000018,-9.999999999999982,0.0,0.0,-23.999999999999993,0.0,0.0,-3.0,-15.99999999999999,0.0,0.0,-7.999999999999989,0.0,-11.0,-6.0,-18.999999999999993,20.00000000000001,0.0,0.0,16.000000000000014,0.0,0.0,7.0,14.000000000000021,0.0,0.0,12.00000000000001,0.0,-1.0,4.0,11.000000000000014,-9.999999999999982,0.0,0.0,-13.999999999999993,0.0,0.0,-3.0,-25.99999999999999,0.0,0.0,-7.999999999999989,0.0,-11.0,-6.0,-18.999999999999986,10.000000000000018,0.0,0.0,16.000000000000007,0.0,0.0,7.0,14.000000000000021,0.0,0.0,12.00000000000001,0.0,9.0,14.0,11.000000000000014
15,21.00000000000001,0.0,0.0,17.000000000000007,0.0,0.0,6.0,14.000000000000023,0.0,0.0,15.00000000000001,0.0,9.0,4.0,23.000000000000014,-8.999999999999982,0.0,0.0,-12.999999999999986,0.0,0.0,-4.0,-5.999999999999981,0.0,0.0,-4.999999999999993,0.0,-1.0,4.0,-6.999999999999981,11.000000000000018,0.0,0.0,17.00000000000001,0.0,0.0,6.0,14.000000000000023,0.0,0.0,25.00000000000001,0.0,19.0,4.0,13.000000000000014,-18.999999999999996,0.0,0.0,-2.999999999999984,0.0,0.0,-4.0,-15.99999999999998,0.0,0.0,-24.999999999999993,0.0,-11.0,-6.0,-16.99999999999999,-18.999999999999993,0.0,0.0,-22.999999999999993,0.0,0.0,-4.0,-5.999999999999981,0.0,0.0,-24.999999999999993,0.0,-1.0,-6.0,-16.999999999999986,11.00000000000001,0.0,0.0,7.000000000000013,0.0,0.0,-4.0,14.000000000000023,0.0,0.0,5.000000000000011,0.0,-1.0,-6.0,13.000000000000018,-8.999999999999982,0.0,0.0,-22.999999999999993,0.0,0.0,-4.0,-15.999999999999988,0.0,0.0,-14.99999999999999,0.0,-11.0,-6.0,-16.999999999999993,21.00000000000001,0.0,0.0,17.000000000000014,0.0,0.0,6.0,14.000000000000023,0.0,0.0,15.00000000000001,0.0,-1.0,4.0,13.000000000000014,-18.999999999999982,0.0,0.0,-12.999999999999993,0.0,0.0,-4.0,-25.99999999999999,0.0,0.0,-4.999999999999989,0.0,-11.0,-6.0,-16.999999999999986,11.000000000000018,0.0,0.0,17.000000000000007,0.0,0.0,6.0,14.000000000000023,0.0,0.0,15.00000000000001,0.0,9.0,14.0,13.000000000000014
16,22.00000000000001,0.0,0.0,18.000000000000007,0.0,0.0,6.0,15.000000000000025,0.0,0.0,16.00000000000001,0.0,9.0,3.0,25.000000000000014,-7.999999999999981,0.0,0.0,-11.999999999999986,0.0,0.0,-4.0,-4.9999999999999805,0.0,0.0,-3.999999999999992,0.0,-1.0,3.0,-14.99999999999998,12.000000000000018,0.0,0.0,18.00000000000001,0.0,0.0,6.0,15.000000000000025,0.0,0.0,26.00000000000001,0.0,19.0,3.0,15.000000000000014,-27.999999999999996,0.0,0.0,-1.9999999999999831,0.0,0.0,-4.0,-14.999999999999979,0.0,0.0,-23.999999999999993,0.0,-11.0,-7.0,-14.99999999999999,-17.999999999999993,0.0,0.0,-21.999999999999993,0.0,0.0,-4.0,-14.999999999999982,0.0,0.0,-23.999999999999993,0.0,-1.0,-7.0,-14.999999999999986,12.00000000000001,0.0,0.0,8.000000000000014,0.0,0.0,-4.0,15.000000000000025,0.0,0.0,6.0000000000000115,0.0,-1.0,-7.0,15.000000000000018,-7.999999999999981,0.0,0.0,-21.999999999999993,0.0,0.0,-4.0,-14.999999999999986,0.0,0.0,-13.99999999999999,0.0,-11.0,-7.0,-24.999999999999993,22.00000000000001,0.0,0.0,8.000000000000014,0.0,0.0,6.0,15.000000000000025,0.0,0.0,16.00000000000001,0.0,-1.0,13.0,15.000000000000014,-17.999999999999982,0.0,0.0,-11.999999999999993,0.0,0.0,-4.0,-24.99999999999999,0.0,0.0,-13.99999999999999,0.0,-11.0,-7.0,-14.999999999999986,12.000000000000018,0.0,0.0,18.000000000000007,0.0,0.0,6.0,15.000000000000025,0.0,0.0,16.00000000000001,0.0,9.0,13.0,15.000000000000014
17,24.00000000000001,0.0,0.0,19.000000000000007,0.0,0.0,6.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,9.0,12.0,18.000000000000014,-5.9999999999999805,0.0,0.0,-10.999999999999986,0.0,0.0,-4.0,-3.9999999999999796,0.0,0.0,-3.999999999999991,0.0,-1.0,2.0,-11.99999999999998,14.000000000000018,0.0,0.0,19.00000000000001,0.0,0.0,6.0,16.000000000000025,0.0,0.0,26.00000000000001,0.0,19.0,2.0,18.000000000000014,-25.999999999999996,0.0,0.0,-0.9999999999999822,0.0,0.0,-4.0,-13.999999999999979,0.0,0.0,-23.999999999999993,0.0,-11.0,-8.0,-21.99999999999999,-25.999999999999993,0.0,0.0,-20.999999999999993,0.0,0.0,-4.0,-13.999999999999982,0.0,0.0,-23.999999999999993,0.0,-1.0,-8.0,-11.999999999999986,14.00000000000001,0.0,0.0,9.000000000000014,0.0,0.0,-4.0,16.000000000000025,0.0,0.0,6.000000000000012,0.0,-1.0,-8.0,8.000000000000018,-5.9999999999999805,0.0,0.0,-20.999999999999993,0.0,0.0,-4.0,-23.999999999999986,0.0,0.0,-13.999999999999988,0.0,-11.0,-8.0,-21.999999999999993,14.00000000000001,0.0,0.0,9.000000000000014,0.0,0.0,6.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,-1.0,12.0,18.000000000000014,-15.999999999999982,0.0,0.0,-20.999999999999993,0.0,0.0,-4.0,-23.99999999999999,0.0,0.0,-13.999999999999988,0.0,-11.0,-8.0,-11.999999999999986,14.000000000000018,0.0,0.0,19.000000000000007,0.0,0.0,6.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,9.0,12.0,18.000000000000014
18,24.00000000000001,0.0,0.0,21.000000000000007,0.0,0.0,6.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,9.0,11.0,22.000000000000014,-5.99999999999998,0.0,0.0,-8.999999999999986,0.0,0.0,-4.0,-3.9999999999999787,0.0,0.0,-3.9999999999999902,0.0,-1.0,1.0,-7.9999999999999805,14.00000000000002,0.0,0.0,11.00000000000001,0.0,0.0,6.0,16.000000000000025,0.0,0.0,26.00000000000001,0.0,19.0,11.0,22.000000000000014,-25.999999999999996,0.0,0.0,-8.999999999999982,0.0,0.0,-4.0,-13.999999999999977,0.0,0.0,-23.999999999999993,0.0,-11.0,-9.0,-17.99999999999999,-25.999999999999993,0.0,0.0,-18.999999999999993,0.0,0.0,-4.0,-13.99999999999998,0.0,0.0,-23.999999999999993,0.0,-1.0,-9.0,-17.999999999999986,14.000000000000012,0.0,0.0,11.000000000000014,0.0,0.0,-4.0,16.000000000000025,0.0,0.0,6.000000000000013,0.0,-1.0,-9.0,12.000000000000018,-5.99999999999998,0.0,0.0,-18.999999999999993,0.0,0.0,-4.0,-23.999999999999986,0.0,0.0,-13.999999999999986,0.0,-11.0,-9.0,-27.999999999999993,14.000000000000012,0.0,0.0,11.000000000000014,0.0,0.0,6.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,-1.0,11.0,12.000000000000014,-15.99999999999998,0.0,0.0,-18.999999999999993,0.0,0.0,-4.0,-23.99999999999999,0.0,0.0,-13.999999999999986,0.0,-11.0,-9.0,-17.999999999999986,14.00000000000002,0.0,0.0,21.000000000000007,0.0,0.0,6.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,9.0,11.0,22.000000000000014
19,24.00000000000001,0.0,0.0,27.000000000000007,0.0,9.0,6.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,8.0,11.0,23.000000000000014,-5.999999999999978,0.0,0.0,-12.999999999999986,0.0,-1.0,-4.0,-3.999999999999977,0.0,0.0,-3.9999999999999885,0.0,-2.0,1.0,-6.9999999999999805,14.000000000000023,0.0,0.0,17.00000000000001,0.0,-1.0,6.0,16.000000000000025,0.0,0.0,26.00000000000001,0.0,28.0,11.0,23.000000000000014,-25.999999999999996,0.0,0.0,-2.9999999999999813,0.0,-1.0,-4.0,-13.999999999999973,0.0,0.0,-23.999999999999993,0.0,-12.0,-9.0,-26.99999999999999,-25.999999999999993,0.0,0.0,-22.999999999999993,0.0,-1.0,-4.0,-13.999999999999977,0.0,0.0,-23.999999999999993,0.0,-2.0,-9.0,-16.999999999999986,14.000000000000016,0.0,0.0,7.000000000000014,0.0,-1.0,-4.0,16.000000000000025,0.0,0.0,6.000000000000015,0.0,-2.0,-9.0,13.000000000000018,-5.999999999999978,0.0,0.0,-22.999999999999993,0.0,-1.0,-4.0,-23.999999999999986,0.0,0.0,-13.999999999999982,0.0,-12.0,-9.0,-26.999999999999993,14.000000000000016,0.0,0.0,17.000000000000014,0.0,-1.0,6.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,-2.0,11.0,13.000000000000014,-15.999999999999977,0.0,0.0,-22.999999999999993,0.0,-1.0,-4.0,-23.99999999999999,0.0,0.0,-13.999999999999982,0.0,-12.0,-9.0,-16.999999999999986,14.000000000000023,0.0,0.0,17.000000000000007,0.0,-1.0,6.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,8.0,11.0,23.000000000000014
20,24.00000000000001,0.0,0.0,21.000000000000007,0.0,8.0,15.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,16.0,11.0,20.000000000000014,-5.999999999999977,0.0,0.0,-8.999999999999986,0.0,-2.0,-5.0,-3.999999999999976,0.0,0.0,-3.9999999999999876,0.0,-4.0,1.0,-9.99999999999998,14.000000000000025,0.0,0.0,21.00000000000001,0.0,-2.0,5.0,16.000000000000025,0.0,0.0,26.00000000000001,0.0,26.0,11.0,30.000000000000014,-25.999999999999996,0.0,0.0,-8.999999999999982,0.0,-2.0,-5.0,-13.999999999999972,0.0,0.0,-23.999999999999993,0.0,-14.0,-9.0,-19.99999999999999,-25.999999999999993,0.0,0.0,-18.999999999999993,0.0,-2.0,-5.0,-13.999999999999975,0.0,0.0,-23.999999999999993,0.0,-4.0,-9.0,-19.999999999999986,14.000000000000018,0.0,0.0,11.000000000000014,0.0,-2.0,-5.0,16.000000000000025,0.0,0.0,6.000000000000016,0.0,-4.0,-9.0,10.000000000000018,-5.999999999999977,0.0,0.0,-18.999999999999993,0.0,-2.0,-5.0,-23.999999999999986,0.0,0.0,-13.99999999999998,0.0,-14.0,-9.0,-29.999999999999993,14.000000000000018,0.0,0.0,11.000000000000014,0.0,-2.0,5.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,-4.0,11.0,20.000000000000014,-15.999999999999975,0.0,0.0,-18.999999999999993,0.0,-2.0,-5.0,-23.99999999999999,0.0,0.0,-13.99999999999998,0.0,-14.0,-9.0,-19.999999999999986,14.000000000000025,0.0,0.0,11.000000000000007,0.0,8.0,5.0,16.000000000000025,0.0,0.0,16.00000000000001,0.0,16.0,11.0,20.000000000000014
21,24.00000000000001,0.0,0.0,25.000000000000007,-1.0,8.0,14.0,16.000000000000025,0.0,0.0,19.00000000000001,-1.0,15.0,11.0,33.000000000000014,-5.999999999999975,0.0,0.0,-4.999999999999984,-1.0,-2.0,-6.0,-3.9999999999999742,0.0,0.0,-10.999999999999986,-1.0,-5.0,1.0,-6.9999999999999805,14.000000000000028,0.0,0.0,25.00000000000001,9.0,-2.0,14.0,16.000000000000025,0.0,0.0,19.00000000000001,9.0,25.0,11.0,23.000000000000014,-25.999999999999996,0.0,0.0,-4.9999999999999805,-1.0,-2.0,-6.0,-13.999999999999968,0.0,0.0,-20.999999999999993,-1.0,-15.0,-9.0,-26.99999999999999,-25.999999999999993,0.0,0.0,-24.999999999999993,-1.0,-2.0,-6.0,-13.999999999999972,0.0,0.0,-20.999999999999993,-1.0,-5.0,-9.0,-16.999999999999986,14.000000000000021,0.0,0.0,5.000000000000015,-1.0,-2.0,-6.0,16.000000000000025,0.0,0.0,9.000000000000018,-1.0,-5.0,-9.0,13.000000000000018,-5.999999999999975,0.0,0.0,-24.999999999999993,-1.0,-2.0,-6.0,-23.999999999999986,0.0,0.0,-10.999999999999979,-1.0,-15.0,-9.0,-26.999999999999993,14.000000000000021,0.0,0.0,15.000000000000014,-1.0,-2.0,4.0,16.000000000000025,0.0,0.0,9.00000000000001,-1.0,5.0,11.0,13.000000000000014,-15.999999999999972,0.0,0.0,-24.999999999999993,-1.0,-2.0,-6.0,-23.99999999999999,0.0,0.0,-10.999999999999979,-1.0,-15.0,-9.0,-16.999999999999986,14.000000000000028,0.0,0.0,15.000000000000007,-1.0,8.0,4.0,16.000000000000025,0.0,0.0,19.00000000000001,-1.0,15.0,11.0,13.000000000000014
22,24.00000000000001,0.0,0.0,26.000000000000007,-1.0,8.0,12.0,16.000000000000025,0.0,9.0,18.00000000000001,8.0,15.0,11.0,30.000000000000014,-5.999999999999973,0.0,0.0,-3.9999999999999822,-1.0,-2.0,-8.0,-3.9999999999999725,0.0,-1.0,-11.999999999999986,-2.0,-5.0,1.0,-9.99999999999998,14.000000000000032,0.0,0.0,26.00000000000001,9.0,-2.0,12.0,16.000000000000025,0.0,-1.0,28.00000000000001,8.0,25.0,11.0,30.000000000000014,-25.999999999999996,0.0,0.0,-13.999999999999979,-1.0,-2.0,-8.0,-13.999999999999964,0.0,-1.0,-21.999999999999993,-2.0,-15.0,-9.0,-19.99999999999999,-25.999999999999993,0.0,0.0,-23.999999999999993,-1.0,-2.0,-8.0,-13.999999999999968,0.0,-1.0,-21.999999999999993,-2.0,-5.0,-9.0,-19.999999999999986,14.000000000000025,0.0,0.0,6.000000000000017,-1.0,-2.0,2.0,16.000000000000025,0.0,-1.0,8.000000000000018,-2.0,-5.0,-9.0,10.000000000000018,-5.999999999999973,0.0,0.0,-23.999999999999993,-1.0,-2.0,-8.0,-23.999999999999986,0.0,-1.0,-11.999999999999979,-2.0,-15.0,-9.0,-29.999999999999993,14.000000000000025,0.0,0.0,16.000000000000018,-1.0,-2.0,12.0,16.000000000000025,0.0,-1.0,8.00000000000001,-2.0,5.0,11.0,10.000000000000014,-15.999999999999968,0.0,0.0,-23.999999999999993,-1.0,-2.0,-8.0,-23.99999999999999,0.0,-1.0,-11.999999999999979,-2.0,-15.0,-9.0,-19.999999999999986,14.000000000000032,0.0,0.0,16.00000000000001,-1.0,8.0,2.0,16.000000000000025,0.0,-1.0,18.00000000000001,-2.0,15.0,11.0,20.000000000000014
