iteration,"x[1,2]","x[1,8]","x[2,7]","x[2,8]","x[3,0]","x[3,4]","x[3,9]","x[4,5]","x[4,8]","x[6,0]","x[6,5]","x[6,7]","x[6,8]","x[6,9]","x[7,2]","x[8,2]","x[8,5]","x[9,0]","x[9,8]"
30,0.23000000000000004,0.9300000000000002,0.0,0.23000000000000004,0.21000000000000002,0.25,0.7000000000000001,0.09000000000000001,0.16000000000000003,0.09000000000000001,0.21999999999999997,0.0,0.59,0.27,0.0,0.0,0.7100000000000001,1.0,1.0
31,0.27,0.8900000000000001,0.0,0.27,0.38,0.35000000000000003,0.45000000000000007,0.04,0.31,0.09,0.26,0.0,0.4800000000000001,0.38,0.0,0.0,0.7599999999999999,0.9500000000000002,1.0
32,0.44,0.5800000000000001,0.0,0.44,0.33999999999999997,0.53,0.33,0.18000000000000002,0.42000000000000004,0.02,0.28,0.0,0.68,0.25,0.0,0.0,0.6300000000000001,0.89,0.8300000000000002
33,0.7000000000000001,0.44,0.0,0.7000000000000001,0.33,0.39000000000000007,0.39,0.21,0.32000000000000006,0.11000000000000001,0.27,0.0,0.49,0.33,0.0,0.0,0.54,0.98,0.98
34,0.8600000000000001,0.16,0.0,0.8600000000000001,0.49,0.39,0.30000000000000004,0.2,0.24,0.07,0.21,0.0,0.65,0.26,0.0,0.0,0.6499999999999999,1.0,0.9299999999999999
35,1.0,0.0,0.0,1.0,0.47000000000000003,0.39,0.32,0.14,0.2700000000000001,0.02,0.16000000000000003,0.0,0.8700000000000001,0.06,0.0,0.0,0.8200000000000001,1.0,0.7600000000000001
36,1.0,0.0,0.0,1.0,0.7400000000000001,0.22,0.16999999999999998,0.06,0.16,0.02,0.09,0.0,0.91,0.09,0.0,0.0,0.91,0.89,0.98
37,1.0,0.0,0.0,1.0,0.8200000000000002,0.16,0.16,0.02,0.14,0.07,0.02,0.0,0.9300000000000002,0.02,0.0,0.0,1.0,0.95,0.9500000000000002
38,1.0,0.0,0.0,1.0,0.8600000000000001,0.2,0.14,0.02,0.18000000000000002,0.04,0.04,0.0,0.8900000000000001,0.07,0.0,0.0,1.0,0.89,0.98
39,1.0,0.0,0.0,1.0,0.5,0.35,0.36,0.14,0.21000000000000002,0.16999999999999998,0.02,0.0,0.7100000000000001,0.14,0.0,0.0,0.8800000000000001,1.0,1.0
40,1.0,0.0,0.0,1.0,0.43000000000000005,0.36,0.36000000000000004,0.22,0.21,0.18,0.07,0.0,0.7000000000000001,0.1,0.0,0.0,0.7700000000000001,0.9500000000000002,1.0
41,1.0,0.0,0.0,1.0,0.31999999999999995,0.3700000000000001,0.49,0.07,0.3700000000000001,0.07,0.21,0.0,0.7400000000000001,0.20999999999999996,0.0,0.0,0.7600000000000001,0.91,0.7600000000000001
42,1.0,0.0,0.0,1.0,0.35000000000000003,0.36,0.6300000000000001,0.13,0.32,0.23,0.31000000000000005,0.0,0.5800000000000001,0.23,0.0,0.0,0.6000000000000001,0.9099999999999999,0.9100000000000001
43,1.0,0.0,0.0,1.0,0.18,0.37000000000000005,0.58,0.23,0.33,0.30000000000000004,0.34,0.0,0.4,0.16,0.0,0.0,0.52,0.98,1.0
44,1.0,0.0,0.0,1.0,0.17,0.32,0.67,0.23000000000000004,0.14,0.16,0.21000000000000002,0.0,0.5800000000000001,0.28,0.0,0.0,0.5800000000000001,1.0,1.0
45,1.0,0.0,0.0,1.0,0.37,0.38,0.47000000000000003,0.18,0.27,0.02,0.32000000000000006,0.0,0.59,0.30000000000000004,0.0,0.0,0.56,1.0,0.9100000000000001
46,1.0,0.0,0.0,1.0,0.35000000000000003,0.51,0.32000000000000006,0.16,0.42000000000000004,0.18,0.26,0.0,0.5800000000000001,0.19,0.0,0.0,0.6200000000000001,0.98,0.8300000000000002
47,1.0,0.0,0.0,1.0,0.3,0.32000000000000006,0.56,0.04,0.30000000000000004,0.33000000000000007,0.25,0.0,0.5800000000000001,0.09000000000000001,0.0,0.0,0.7300000000000001,0.9099999999999999,0.98
48,1.0,0.0,0.0,1.0,0.42000000000000004,0.32,0.51,0.11,0.21000000000000002,0.35000000000000003,0.07,0.0,0.7200000000000001,0.0,0.0,0.0,0.8800000000000001,0.8400000000000001,0.9299999999999999
49,1.0,0.0,0.0,1.0,0.51,0.32,0.39,0.04,0.28,0.11,0.11,0.0,0.87,0.02,0.0,0.0,0.91,0.98,0.9
50,1.0,0.0,0.0,1.0,0.5299999999999999,0.35000000000000003,0.26,0.12000000000000001,0.35000000000000003,0.12000000000000001,0.04,0.0,0.81,0.14,0.0,0.0,0.8800000000000001,0.9000000000000001,0.9300000000000002
51,1.0,0.0,0.0,1.0,0.64,0.43000000000000005,0.2,0.25,0.32,0.06,0.07,0.0,0.7200000000000001,0.19,0.0,0.0,0.7200000000000001,0.91,0.8900000000000001
52,1.0,0.0,0.0,1.0,0.67,0.32,0.12000000000000001,0.25,0.19,0.12000000000000001,0.22000000000000003,0.0,0.66,0.14,0.0,0.0,0.6400000000000001,1.0,1.0
53,1.0,0.0,0.0,1.0,0.6300000000000001,0.37000000000000005,0.23,0.19,0.15,0.09000000000000001,0.27,0.0,0.76,0.13,0.0,0.0,0.66,1.0,0.9
54,1.0,0.0,0.0,1.0,0.5499999999999999,0.53,0.23,0.18,0.47,0.21,0.25,0.0,0.65,0.07,0.0,0.0,0.63,0.91,0.8400000000000001
55,1.0,0.0,0.0,1.0,0.44000000000000006,0.33999999999999997,0.52,0.02,0.29000000000000004,0.32000000000000006,0.24000000000000002,0.0,0.56,0.07,0.0,0.0,0.8100000000000002,0.8900000000000001,0.9100000000000001
56,1.0,0.0,0.0,1.0,0.32,0.47,0.41000000000000003,0.07,0.45000000000000007,0.22000000000000003,0.2,0.0,0.6000000000000001,0.2,0.0,0.0,0.7700000000000001,0.8799999999999999,0.9
57,1.0,0.0,0.0,1.0,0.14,0.6400000000000001,0.41000000000000003,0.25000000000000006,0.51,0.35000000000000003,0.16000000000000003,0.0,0.52,0.16,0.0,0.0,0.65,0.9300000000000002,0.9100000000000001
58,1.0,0.0,0.0,1.0,0.28,0.48,0.47,0.18,0.3,0.36000000000000004,0.5,0.0,0.35,0.18999999999999997,0.0,0.0,0.38,0.93,0.9099999999999999
59,1.0,0.0,0.0,1.0,0.4600000000000001,0.39,0.49,0.06,0.3,0.29,0.5700000000000001,0.0,0.5100000000000001,0.09,0.0,0.0,0.41,0.89,0.9
60,1.0,0.0,0.0,1.0,0.47,0.32,0.48,0.25,0.28,0.4,0.38,0.0,0.45999999999999996,0.12000000000000001,0.0,0.0,0.41000000000000003,0.81,0.98
61,1.0,0.0,0.0,1.0,0.44000000000000006,0.51,0.49,0.33,0.42000000000000004,0.23,0.21,0.0,0.53,0.21,0.0,0.0,0.55,0.98,0.81
62,1.0,0.0,0.0,1.0,0.52,0.58,0.23,0.09000000000000001,0.4600000000000001,0.3,0.27,0.0,0.6100000000000001,0.02,0.0,0.0,0.6600000000000001,0.81,0.88
63,1.0,0.0,0.0,1.0,0.55,0.56,0.23,0.0,0.5800000000000001,0.26,0.21000000000000002,0.0,0.67,0.09000000000000001,0.0,0.0,0.8300000000000001,0.93,0.8200000000000001
64,1.0,0.0,0.0,1.0,0.37000000000000005,0.52,0.26,0.06,0.4600000000000001,0.15,0.16,0.0,0.5900000000000001,0.26,0.0,0.0,0.84,0.98,1.0
65,1.0,0.0,0.0,1.0,0.4,0.4900000000000001,0.39,0.02,0.44000000000000006,0.16,0.06,0.0,0.78,0.09000000000000001,0.0,0.0,0.96,1.0,0.8500000000000002
66,1.0,0.0,0.0,1.0,0.58,0.44000000000000006,0.27,0.04,0.4,0.24000000000000002,0.15000000000000002,0.0,0.7000000000000001,0.05,0.0,0.0,0.8500000000000002,1.0,0.9100000000000001
67,1.0,0.0,0.0,1.0,0.7200000000000001,0.32000000000000006,0.23,0.05,0.27,0.21,0.15000000000000002,0.0,0.68,0.04,0.0,0.0,0.8400000000000001,1.0,0.96
68,1.0,0.0,0.0,1.0,0.7100000000000001,0.33999999999999997,0.15000000000000002,0.04,0.32,0.09000000000000001,0.27,0.0,0.68,0.18,0.0,0.0,0.7999999999999999,0.98,0.98
69,1.0,0.0,0.0,1.0,0.5900000000000001,0.29000000000000004,0.32999999999999996,0.04,0.2700000000000001,0.21,0.36000000000000004,0.0,0.7200000000000001,0.12,0.0,0.0,0.6199999999999999,0.9500000000000002,0.9100000000000001
70,1.0,0.0,0.0,1.0,0.53,0.53,0.28,0.09000000000000001,0.51,0.11000000000000001,0.30000000000000004,0.0,0.67,0.22,0.0,0.0,0.65,0.9299999999999999,0.81
71,1.0,0.0,0.0,1.0,0.52,0.63,0.22,0.25,0.45000000000000007,0.09000000000000001,0.13,0.0,0.75,0.09000000000000001,0.0,0.0,0.6600000000000001,0.95,0.8500000000000002
72,1.0,0.0,0.0,1.0,0.43000000000000005,0.66,0.37,0.36,0.54,0.27999999999999997,0.0,0.0,0.67,0.12000000000000001,0.0,0.0,0.68,0.89,0.7400000000000001
73,1.0,0.0,0.0,1.0,0.22999999999999998,0.61,0.29000000000000004,0.24,0.5800000000000001,0.4,0.26,0.0,0.5099999999999999,0.02,0.0,0.0,0.5800000000000001,1.0,0.8200000000000001
74,1.0,0.0,0.0,1.0,0.4,0.6,0.32,0.11,0.5800000000000001,0.39999999999999997,0.35000000000000003,0.0,0.54,0.09000000000000001,0.0,0.0,0.56,0.8800000000000001,0.88
75,1.0,0.0,0.0,1.0,0.63,0.44000000000000006,0.27,0.07,0.42000000000000004,0.42000000000000004,0.4900000000000001,0.0,0.41000000000000003,0.21,0.0,0.0,0.53,0.9300000000000002,0.9300000000000002
76,1.0,0.0,0.0,1.0,0.41000000000000003,0.54,0.19,0.19,0.42000000000000004,0.23,0.29,0.0,0.5,0.28,0.0,0.0,0.56,1.0,0.98
77,1.0,0.0,0.0,1.0,0.52,0.6100000000000001,0.14,0.24,0.4600000000000001,0.13,0.16,0.0,0.59,0.18000000000000002,0.0,0.0,0.6900000000000001,0.98,0.9300000000000002
78,1.0,0.0,0.0,1.0,0.6200000000000001,0.48000000000000004,0.16,0.1,0.33,0.24,0.43000000000000005,0.0,0.54,0.17,0.0,0.0,0.51,0.9300000000000002,1.0
79,1.0,0.0,0.0,1.0,0.63,0.6000000000000001,0.09000000000000001,0.13,0.61,0.21,0.3400000000000001,0.0,0.48000000000000004,0.22,0.0,0.0,0.5700000000000001,0.93,1.0
80,1.0,0.0,0.0,1.0,0.6200000000000001,0.65,0.2,0.02,0.63,0.21,0.47000000000000003,0.0,0.48,0.43,0.0,0.0,0.5499999999999999,0.9300000000000002,0.8900000000000001
81,1.0,0.0,0.0,1.0,0.44999999999999996,0.64,0.05,0.0,0.6100000000000001,0.06,0.42000000000000004,0.0,0.5,0.33999999999999997,0.0,0.0,0.6500000000000001,0.98,0.98
82,1.0,0.0,0.0,1.0,0.41000000000000003,0.6200000000000001,0.28,0.07,0.6200000000000001,0.07,0.30000000000000004,0.0,0.5700000000000001,0.45,0.0,0.0,0.67,1.0,0.8800000000000001
83,1.0,0.0,0.0,1.0,0.42000000000000004,0.66,0.26,0.04,0.59,0.16,0.53,0.0,0.45,0.37,0.0,0.0,0.48999999999999994,1.0,0.8700000000000001
84,1.0,0.0,0.0,1.0,0.41999999999999993,0.49000000000000005,0.32,0.0,0.49000000000000005,0.19,0.47000000000000003,0.0,0.39,0.30000000000000004,0.0,0.0,0.6,0.9500000000000002,1.0
85,1.0,0.0,0.0,1.0,0.39,0.5800000000000001,0.37000000000000005,0.04,0.54,0.44000000000000006,0.51,0.0,0.52,0.23,0.0,0.0,0.49000000000000005,0.93,1.0
86,1.0,0.0,0.0,1.0,0.3400000000000001,0.54,0.30000000000000004,0.02,0.54,0.28,0.54,0.0,0.27,0.31,0.0,0.0,0.48,0.98,0.98
87,1.0,0.0,0.0,1.0,0.43,0.62,0.2,0.05,0.5700000000000001,0.35,0.52,0.0,0.41,0.27,0.0,0.0,0.47000000000000003,1.0,0.98
88,1.0,0.0,0.0,1.0,0.33999999999999997,0.77,0.21000000000000002,0.06,0.73,0.27,0.4700000000000001,0.0,0.28,0.28,0.0,0.0,0.5599999999999999,0.9300000000000002,0.9299999999999999
89,1.0,0.0,0.0,1.0,0.29000000000000004,0.7700000000000001,0.17,0.0,0.7900000000000001,0.42000000000000004,0.53,0.0,0.32,0.43,0.0,0.0,0.51,0.8600000000000001,1.0
90,1.0,0.0,0.0,1.0,0.31,0.81,0.09000000000000001,0.02,0.79,0.47,0.4,0.0,0.18,0.30000000000000004,0.0,0.0,0.6000000000000001,0.8600000000000001,1.0
91,1.0,0.0,0.0,1.0,0.29000000000000004,0.7700000000000001,0.26,0.11000000000000001,0.7900000000000001,0.49000000000000005,0.49,0.0,0.42000000000000004,0.25,0.0,0.0,0.49,0.84,0.98
92,1.0,0.0,0.0,1.0,0.31,0.7400000000000001,0.27,0.09000000000000001,0.7000000000000001,0.42,0.51,0.0,0.36,0.13,0.0,0.0,0.44,0.8600000000000001,0.8800000000000001
93,1.0,0.0,0.0,1.0,0.37,0.5800000000000001,0.35000000000000003,0.0,0.6,0.35,0.65,0.0,0.30000000000000004,0.36,0.0,0.0,0.39000000000000007,0.9500000000000002,0.9300000000000002
94,1.0,0.0,0.0,1.0,0.44000000000000006,0.5100000000000001,0.25,0.16,0.49000000000000005,0.36000000000000004,0.37000000000000005,0.0,0.35,0.28,0.0,0.0,0.54,0.98,1.0
95,1.0,0.0,0.0,1.0,0.53,0.5800000000000001,0.12000000000000001,0.12000000000000001,0.56,0.29000000000000004,0.48,0.0,0.4,0.33999999999999997,0.0,0.0,0.46,0.98,1.0
96,1.0,0.0,0.0,1.0,0.49,0.74,0.0,0.16,0.7000000000000001,0.22,0.47000000000000003,0.0,0.51,0.21,0.0,0.0,0.43999999999999995,0.9500000000000002,1.0
97,1.0,0.0,0.0,1.0,0.42000000000000004,0.67,0.09000000000000001,0.07,0.62,0.25,0.37,0.0,0.44000000000000006,0.27,0.0,0.0,0.5800000000000001,1.0,0.98
98,1.0,0.0,0.0,1.0,0.56,0.56,0.18,0.02,0.56,0.25,0.51,0.0,0.52,0.21,0.0,0.0,0.53,1.0,1.0
99,1.0,0.0,0.0,1.0,0.44000000000000006,0.4600000000000001,0.21000000000000002,0.04,0.42000000000000004,0.45,0.44000000000000006,0.0,0.37,0.2,0.0,0.0,0.56,0.9500000000000002,1.0
100,1.0,0.0,0.0,1.0,0.51,0.6000000000000001,0.25,0.0,0.6000000000000001,0.27,0.49,0.0,0.59,0.33,0.0,0.0,0.5800000000000001,1.0,1.0
101,1.0,0.0,0.0,1.0,0.36000000000000004,0.7500000000000001,0.22,0.04,0.61,0.13,0.53,0.0,0.44,0.33000000000000007,0.0,0.0,0.49,0.98,0.81
102,1.0,0.0,0.0,1.0,0.35,0.7600000000000001,0.16000000000000003,0.07,0.81,0.14,0.5700000000000001,0.0,0.55,0.28,0.0,0.0,0.38,1.0,0.68
103,1.0,0.0,0.0,1.0,0.37,0.7000000000000001,0.24999999999999997,0.11,0.66,0.33000000000000007,0.3400000000000001,0.0,0.42000000000000004,0.3,0.0,0.0,0.6400000000000001,0.9500000000000002,0.8900000000000001
104,1.0,0.0,0.0,1.0,0.26,0.7900000000000001,0.32,0.05,0.6900000000000001,0.25,0.18,0.0,0.4,0.28,0.0,0.0,0.7899999999999999,1.0,0.8600000000000001
105,1.0,0.0,0.0,1.0,0.27999999999999997,0.6200000000000001,0.31000000000000005,0.06,0.56,0.30000000000000004,0.13,0.0,0.76,0.06,0.0,0.0,0.8700000000000001,1.0,1.0
106,1.0,0.0,0.0,1.0,0.44000000000000006,0.6099999999999999,0.22,0.22000000000000003,0.5800000000000001,0.24,0.23,0.0,0.74,0.07,0.0,0.0,0.6900000000000001,0.9500000000000002,1.0
107,1.0,0.0,0.0,1.0,0.32,0.65,0.44000000000000006,0.06,0.54,0.5599999999999999,0.29000000000000004,0.0,0.55,0.0,0.0,0.0,0.6900000000000001,0.8400000000000001,0.98
108,1.0,0.0,0.0,1.0,0.25,0.53,0.36,0.0,0.55,0.51,0.33999999999999997,0.0,0.4,0.02,0.0,0.0,0.7300000000000001,0.8600000000000001,1.0
109,1.0,0.0,0.0,1.0,0.28,0.69,0.46,0.08,0.56,0.4800000000000001,0.54,0.0,0.47,0.0,0.0,0.0,0.44000000000000006,0.89,1.0
110,1.0,0.0,0.0,1.0,0.37,0.7000000000000001,0.23,0.05,0.67,0.59,0.41000000000000003,0.0,0.4600000000000001,0.05,0.0,0.0,0.56,0.9500000000000002,1.0
111,1.0,0.0,0.0,1.0,0.28,0.67,0.09,0.16,0.7499999999999999,0.6,0.52,0.0,0.4,0.02,0.0,0.0,0.38,0.95,0.98
112,1.0,0.0,0.0,1.0,0.39,0.7200000000000001,0.21000000000000002,0.18000000000000002,0.68,0.4600000000000001,0.4600000000000001,0.0,0.47,0.0,0.0,0.0,0.44999999999999996,1.0,0.93
113,1.0,0.0,0.0,1.0,0.38,0.7400000000000001,0.09000000000000001,0.21000000000000002,0.64,0.67,0.44000000000000006,0.0,0.28,0.05,0.0,0.0,0.39000000000000007,0.9300000000000002,0.9300000000000002
114,1.0,0.0,0.0,1.0,0.25,0.86,0.25,0.1,0.7900000000000001,0.68,0.54,0.0,0.3,0.0,0.0,0.0,0.45000000000000007,0.8400000000000001,0.98
115,1.0,0.0,0.0,1.0,0.33999999999999997,0.8700000000000001,0.35000000000000003,0.02,0.8900000000000001,0.53,0.41000000000000003,0.0,0.49,0.0,0.0,0.0,0.64,0.9500000000000002,0.8800000000000001
116,1.0,0.0,0.0,1.0,0.32999999999999996,0.6900000000000001,0.16,0.04,0.7899999999999999,0.52,0.5900000000000001,0.0,0.39,0.07,0.0,0.0,0.41000000000000003,0.8300000000000001,0.8900000000000001
117,1.0,0.0,0.0,1.0,0.22,0.7500000000000001,0.26,0.0,0.68,0.4800000000000001,0.5,0.0,0.47,0.05,0.0,0.0,0.5900000000000001,1.0,0.8300000000000001
118,1.0,0.0,0.0,1.0,0.19,0.7400000000000001,0.33999999999999997,0.07,0.67,0.39,0.5,0.0,0.53,0.12,0.0,0.0,0.4700000000000001,1.0,0.8600000000000001
119,1.0,0.0,0.0,1.0,0.35,0.79,0.19999999999999998,0.08,0.75,0.45999999999999996,0.3600000000000001,0.0,0.5,0.23,0.0,0.0,0.6,1.0,0.98
120,1.0,0.0,0.0,1.0,0.31999999999999995,0.55,0.31,0.0,0.55,0.33,0.6599999999999999,0.0,0.43000000000000005,0.17,0.0,0.0,0.41000000000000003,0.9000000000000001,0.98
121,1.0,0.0,0.0,1.0,0.19,0.62,0.28,0.07,0.62,0.48,0.43000000000000005,0.0,0.43000000000000005,0.09000000000000001,0.0,0.0,0.54,1.0,1.0
122,1.0,0.0,0.0,1.0,0.22999999999999998,0.56,0.41000000000000003,0.09000000000000001,0.4700000000000001,0.45000000000000007,0.55,0.05,0.5,0.07,0.05,0.0,0.5,1.0,1.0
123,1.0,0.0,0.0,1.0,0.4,0.7200000000000001,0.18000000000000002,0.07,0.7000000000000001,0.59,0.43000000000000005,0.0,0.36,0.0,0.0,0.0,0.54,1.0,0.98
124,1.0,0.0,0.0,1.0,0.30000000000000004,0.7200000000000001,0.32999999999999996,0.04,0.7200000000000001,0.5900000000000001,0.5,0.0,0.4800000000000001,0.05,0.0,0.0,0.4800000000000001,0.9300000000000002,0.8800000000000001
125,1.0,0.0,0.0,1.0,0.21999999999999997,0.68,0.22999999999999998,0.02,0.66,0.5800000000000001,0.37,0.0,0.5000000000000001,0.0,0.0,0.0,0.67,1.0,0.9500000000000002
126,1.0,0.0,0.0,1.0,0.4,0.64,0.28,0.04,0.62,0.41,0.32,0.0,0.53,0.0,0.0,0.0,0.7300000000000001,1.0,1.0
127,1.0,0.0,0.0,1.0,0.22,0.72,0.38,0.0,0.6900000000000002,0.45,0.37,0.0,0.6300000000000001,0.02,0.0,0.0,0.6500000000000001,0.93,1.0
128,1.0,0.0,0.0,1.0,0.33,0.5800000000000001,0.41,0.05,0.53,0.22,0.43000000000000005,0.0,0.63,0.1,0.0,0.0,0.56,1.0,0.91
129,1.0,0.0,0.0,1.0,0.42000000000000004,0.62,0.30000000000000004,0.04,0.5800000000000001,0.38,0.54,0.0,0.5,0.13999999999999999,0.0,0.0,0.53,1.0,1.0
130,1.0,0.0,0.0,1.0,0.47000000000000003,0.7200000000000001,0.02,0.02,0.5800000000000001,0.4,0.4600000000000001,0.0,0.53,0.14,0.0,0.0,0.54,0.9500000000000002,1.0
131,1.0,0.0,0.0,1.0,0.31000000000000005,0.8000000000000002,0.16,0.0,0.8200000000000002,0.6000000000000001,0.54,0.05,0.38,0.09000000000000001,0.05,0.0,0.5000000000000001,0.8800000000000001,1.0
