iteration,FacilityOpen[1],FacilityOpen[2],FacilityOpen[3],FacilityOpen[4],FacilityOpen[5]
42,1.0000000000000004,0.21999999999999997,0.5200000000000001,0.0,0.0
43,0.9800000000000005,0.38000000000000006,0.27999999999999997,0.0,0.0
44,0.8400000000000004,0.36000000000000004,0.4400000000000001,0.0,0.0
45,0.9600000000000005,0.27999999999999997,0.34,0.0,0.0
46,0.9600000000000005,0.38000000000000006,0.18,0.0,0.08
47,0.8600000000000004,0.32,0.32,0.0,0.04
48,0.9600000000000005,0.27999999999999997,0.48000000000000015,0.0,0.0
49,0.8800000000000004,0.48000000000000015,0.25999999999999995,0.0,0.0
50,0.6800000000000003,0.5000000000000001,0.38000000000000006,0.0,0.06
51,0.8600000000000004,0.34,0.46000000000000013,0.0,0.0
52,1.0000000000000004,0.32,0.4400000000000001,0.0,0.0
53,0.9800000000000005,0.16,0.38000000000000006,0.0,0.0
54,0.9600000000000005,0.21999999999999997,0.21999999999999997,0.0,0.12000000000000001
55,0.9600000000000005,0.38000000000000006,0.16,0.0,0.08
56,0.8000000000000004,0.38000000000000006,0.27999999999999997,0.0,0.02
57,0.8800000000000004,0.32,0.46000000000000013,0.0,0.06
58,0.8600000000000004,0.34,0.46000000000000013,0.0,0.02
59,0.9600000000000005,0.36000000000000004,0.36000000000000004,0.0,0.0
60,0.8600000000000004,0.4400000000000001,0.34,0.0,0.0
61,0.9800000000000005,0.34,0.5000000000000001,0.0,0.0
62,0.9000000000000005,0.23999999999999996,0.32,0.0,0.0
63,0.9600000000000005,0.23999999999999996,0.19999999999999998,0.0,0.12000000000000001
64,0.9600000000000005,0.34,0.18,0.0,0.12000000000000001
65,0.8200000000000004,0.38000000000000006,0.46000000000000013,0.0,0.04
66,0.9800000000000005,0.4200000000000001,0.36000000000000004,0.0,0.0
67,0.8800000000000004,0.36000000000000004,0.5800000000000002,0.0,0.0
68,1.0000000000000004,0.0,0.5600000000000002,0.0,0.0
69,0.9600000000000005,0.12000000000000001,0.6000000000000002,0.0,0.16
70,0.9800000000000005,0.02,0.9000000000000005,0.0,0.0
71,0.9600000000000005,0.04,0.9200000000000005,0.0,0.0
72,1.0000000000000004,0.0,0.9000000000000005,0.0,0.0
73,0.9800000000000005,0.02,0.9400000000000005,0.0,0.0
74,0.9800000000000005,0.02,0.9400000000000005,0.0,0.0
75,1.0000000000000004,0.0,0.8200000000000004,0.0,0.0
76,0.9800000000000005,0.02,0.5200000000000001,0.0,0.08
77,0.9400000000000005,0.21999999999999997,0.18,0.0,0.08
78,0.7600000000000003,0.7800000000000004,0.02,0.0,0.02
79,0.8400000000000004,0.7800000000000004,0.08,0.0,0.0
80,0.8400000000000004,0.8200000000000004,0.02,0.0,0.0
81,0.9000000000000005,0.8000000000000004,0.02,0.0,0.0
82,0.8800000000000004,0.46000000000000013,0.02,0.0,0.12000000000000001
83,0.9400000000000005,0.4200000000000001,0.16,0.0,0.14
84,0.9400000000000005,0.36000000000000004,0.5200000000000001,0.0,0.02
85,0.9600000000000005,0.04,0.6000000000000002,0.0,0.0
86,1.0000000000000004,0.0,0.9000000000000005,0.0,0.0
87,0.9800000000000005,0.02,0.9400000000000005,0.0,0.0
88,1.0000000000000004,0.0,0.9600000000000005,0.0,0.0
89,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
90,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
91,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
92,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
93,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
94,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
95,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
96,0.9800000000000005,0.0,1.0000000000000004,0.0,0.0
97,0.9800000000000005,0.0,0.9800000000000005,0.0,0.0
98,0.9800000000000005,0.0,1.0000000000000004,0.0,0.0
99,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
100,0.9800000000000005,0.0,1.0000000000000004,0.0,0.0
101,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
102,0.9800000000000005,0.0,1.0000000000000004,0.0,0.0
103,1.0000000000000004,0.0,0.9800000000000005,0.0,0.0
104,0.9800000000000005,0.0,1.0000000000000004,0.0,0.0
105,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
106,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
107,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
108,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
109,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
110,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
111,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
112,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
113,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
114,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
115,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
116,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
117,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
118,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
119,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
120,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
121,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
122,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
123,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
124,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
125,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
126,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
127,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
128,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
129,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
130,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
131,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
132,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
133,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
134,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
135,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
136,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
137,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
138,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
139,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
140,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
141,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
142,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
143,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
144,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
145,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
146,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
147,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
148,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
149,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
150,1.0000000000000004,0.0,1.0000000000000004,0.0,0.0
